"date.mated"	"IDf"	"IDm"	"host"	"IDo"	"Whost"	"dev.dur.o"	"sex"	"Wo"	"WH"	"ord.f"
"14.3.18"	"d180"	"s46"	"M"	"M-180-6"	75.753	31	"m"	3.65	0.509549556819553	2
"14.3.18"	"d180"	"s46"	"M"	"M-180-8"	72.65	30	"m"	3.804	0.0863125174721257	2
"14.3.18"	"d181"	"s57"	"M"	"M-181-3"	77.659	32	"m"	3.329	0.769520487208275	1
"14.3.18"	"d181"	"s57"	"M"	"M-181-4"	72.452	30	"m"	3.372	0.0593060934338421	1
"14.3.18"	"d182"	"s58"	"M"	"M-182-2"	76.237	33	"m"	3.304	0.575565260024244	1
"14.3.18"	"d183"	"s47"	"M"	"M-183-5"	70.965	29	"m"	3.456	-0.143514879015279	2
"14.3.18"	"d183"	"s47"	"M"	"M-183-7"	67.204	29	"m"	3.266	-0.656500539661648	2
"14.3.18"	"d184"	"s48"	"M"	"M-184-4"	72.674	30	"m"	4.429	0.0895860234161601	2
"14.3.18"	"d188"	"s52"	"M"	"M-188-2"	81.022	31	"m"	3.86	1.22822050761607	2
"14.3.18"	"d188"	"s52"	"M"	"M-188-8"	84.789	29	"m"	3.524	1.74202454474845	2
"14.3.18"	"d190"	"s54"	"M"	"M-190-4"	83.258	33	"m"	3.549	1.53320214473526	2
"14.3.18"	"d190"	"s54"	"M"	"M-190-5"	67.2	32	"m"	3.283	-0.657046123985653	2
"14.3.18"	"d191"	"s55"	"M"	"M-191-2"	69.639	30	"m"	4.585	-0.324376082423173	2
"14.3.18"	"d191"	"s55"	"M"	"M-191-3"	71.77	31	"m"	4.7	-0.0337160338091316	2
"14.3.18"	"d191"	"s55"	"M"	"M-191-5"	73.431	34	"m"	3.408	0.192837856734239	2
"14.3.18"	"d192"	"s56"	"M"	"M-192-3"	76.286	30	"m"	4.076	0.582248667993314	2
"14.3.18"	"d193"	"s57"	"M"	"M-193-4"	53.826	30	"m"	4.234	-2.48120731129874	2
"14.3.18"	"d193"	"s57"	"M"	"M-193-6"	72.514	31	"m"	3.409	0.0677626504559302	2
"14.3.18"	"d194"	"s58"	"M"	"M-194-1"	72.47	30	"m"	4.758	0.0617612228918679	2
"14.3.18"	"d194"	"s58"	"M"	"M-194-6"	80.83	30	"m"	4.504	1.2020324600638	2
"14.3.18"	"d194"	"s58"	"M"	"M-194-7"	69.611	31	"m"	4.292	-0.328195172691212	2
"14.3.18"	"d196"	"s41"	"M"	"M-196-1"	69.712	30	"m"	3.86	-0.314419168510068	3
"14.3.18"	"d197"	"s42"	"M"	"M-197-1"	65.475	30	"m"	3.713	-0.892329363713116	3
"14.3.18"	"d197"	"s42"	"M"	"M-197-5"	73.18	30	"m"	5.219	0.158602440402882	3
"14.3.18"	"d197"	"s42"	"M"	"M-197-6"	71.116	30	"m"	4.804	-0.122919070784064	3
"14.3.18"	"d198"	"s43"	"M"	"M-198-1"	77.285	30	"m"	3.928	0.718508352913739	3
"14.3.18"	"d198"	"s43"	"M"	"M-198-7"	59.377	30	"m"	4.139	-1.72407266565982	3
"14.3.18"	"d199"	"s44"	"M"	"M-199-2"	83.278	30	"m"	4.449	1.53593006635529	3
"14.3.18"	"d200"	"s45"	"M"	"M-200-1"	70.58	30	"m"	4.011	-0.19602737020083	3
"14.3.18"	"d200"	"s45"	"M"	"M-200-2"	75.229	30	"m"	4.475	0.438078010374806	3
"14.3.18"	"d200"	"s45"	"M"	"M-200-3"	73.83	31	"m"	4.035	0.247259893053809	3
"14.3.18"	"d200"	"s45"	"M"	"M-200-4"	77.007	31	"m"	4.168	0.680590242395344	3
"14.3.18"	"d200"	"s45"	"M"	"M-200-5"	71.388	31	"m"	4.516	-0.0858193367516755	3
"14.3.18"	"d200"	"s45"	"M"	"M-200-6"	79.833	32	"m"	4.791	1.06604556730538	3
"14.3.18"	"d203"	"s48"	"M"	"M-203-1"	80.014	31	"m"	4.33	1.09073325796663	3
"14.3.18"	"d203"	"s48"	"M"	"M-203-2"	64.607	32	"m"	3.427	-1.01072116202235	3
"14.3.18"	"d205"	"s50"	"M"	"M-205-1"	74.924	30	"m"	4.772	0.396477205669371	3
"14.3.18"	"d205"	"s50"	"M"	"M-205-7"	79.78	31	"m"	4.084	1.0588165750123	3
"14.3.18"	"d205"	"s50"	"M"	"M-205-8"	64.095	32	"m"	4.4	-1.08055595549508	3
"14.3.18"	"d206"	"s51"	"M"	"M-206-2"	59.085	30	"m"	3.854	-1.76390032131223	3
"14.3.18"	"d206"	"s51"	"M"	"M-206-3"	75.122	30	"m"	4.064	0.423483629707653	3
"14.3.18"	"d209"	"s54"	"M"	"M-209-1"	78.1	31	"m"	3.871	0.829671158929902	3
"14.3.18"	"d209"	"s54"	"M"	"M-209-2"	96.123	30	"m"	4.038	3.28793772681863	3
"14.3.18"	"d209"	"s54"	"M"	"M-209-3"	68.066	31	"m"	3.896	-0.538927117838417	3
"14.3.18"	"d209"	"s54"	"M"	"M-209-5"	74.723	31	"m"	3.285	0.369061593388083	3
"14.3.18"	"d209"	"s54"	"M"	"M-209-6"	73.998	30	"m"	4.191	0.270174434662049	3
"14.3.18"	"d211"	"s56"	"M"	"M-211-2"	79.271	31	"m"	4.208	0.989390969782574	3
"14.3.18"	"d211"	"s56"	"M"	"M-211-3"	56.439	31	"m"	4.078	-2.12480435164201	3
"14.3.18"	"d211"	"s56"	"M"	"M-211-4"	72.014	32	"m"	3.601	-0.000435390044783367	3
"14.3.18"	"d217"	"s43"	"M"	"M-217-1"	67.843	31	"m"	3.991	-0.569343443901735	4
"14.3.18"	"d217"	"s43"	"M"	"M-217-2"	62.591	30	"m"	3.923	-1.28569566132123	4
"14.3.18"	"d217"	"s43"	"M"	"M-217-5"	55.171	29	"m"	4.349	-2.29775458235182	4
"14.3.18"	"d217"	"s43"	"M"	"M-217-7"	72.152	29	"m"	3.99	0.0183872691334143	4
"14.3.18"	"d222"	"s48"	"M"	"M-222-1"	86.708	30	"m"	4.159	2.00376862419019	4
"14.3.18"	"d222"	"s48"	"M"	"M-222-3"	66.62	32	"m"	2.634	-0.736155850966481	4
"14.3.18"	"d222"	"s48"	"M"	"M-222-6"	74.376	30	"m"	3.922	0.321732153280589	4
"15.3.18"	"d233"	"s59"	"M"	"M-233-6"	67.149	30	"m"	3.347	-0.664002324116726	1
"15.3.18"	"d235"	"s61"	"M"	"M-235-5"	84.206	30	"m"	3.928	1.66250562952462	1
"15.3.18"	"d235"	"s61"	"M"	"M-235-8"	70.832	31	"m"	3.952	-0.161655557788471	1
"15.3.18"	"d237"	"s63"	"M"	"M-237-5"	75.127	30	"m"	3.479	0.424165610112659	1
"15.3.18"	"d237"	"s63"	"M"	"M-237-6"	66.064	30	"m"	3.711	-0.811992072003276	1
"15.3.18"	"d238"	"s64"	"M"	"M-238-2"	62.628	30	"m"	4.147	-1.28064900632418	1
"15.3.18"	"d238"	"s64"	"M"	"M-238-3"	71.41	30	"m"	4.511	-0.0828186229696453	1
"15.3.18"	"d238"	"s64"	"M"	"M-238-5"	71.096	30	"m"	4.258	-0.125646992404092	1
"15.3.18"	"d238"	"s64"	"M"	"M-238-6"	65.105	29	"m"	3.991	-0.942795913683643	1
"15.3.18"	"d238"	"s64"	"M"	"M-238-9"	70.21	30	"m"	3.32	-0.246493920171358	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-2"	66.033	30	"m"	5.075	-0.816220350514319	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-3"	63.83	31	"m"	4.955	-1.11670091696046	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-5"	84.207	30	"m"	4.902	1.66264202560562	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-6"	71.743	32	"m"	3.455	-0.0373987279961702	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-7"	77.004	29	"m"	4.589	0.68018105415234	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-8"	72.75	30	"m"	4.041	0.0999521255722676	1
"15.3.18"	"d240"	"s66"	"M"	"M-240-9"	87.207	32	"m"	4.579	2.0718302686099	1
"15.3.18"	"d242"	"s68"	"M"	"M-242-6"	64.732	30	"m"	3.602	-0.993671651897176	1
"15.3.18"	"d243"	"s69"	"M"	"M-243-1"	54.152	30	"m"	4.145	-2.43674218889228	1
"15.3.18"	"d243"	"s69"	"M"	"M-243-4"	81.275	30	"m"	3.862	1.26272871610944	1
"15.3.18"	"d243"	"s69"	"M"	"M-243-5"	72.463	30	"m"	4.236	0.0608064503248572	1
"15.3.18"	"d243"	"s69"	"M"	"M-243-6"	64.249	32	"m"	3.872	-1.05955095902087	1
"15.3.18"	"d243"	"s69"	"M"	"M-243-8"	82.866	30	"m"	4.075	1.47973488098271	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-1"	75.462	30	"m"	3.95	0.469858297248139	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-2"	54.917	30	"m"	3.605	-2.33239918692618	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-5"	70.446	29	"m"	4.49	-0.214304445055021	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-6"	80.402	32	"m"	3.756	1.14365493739519	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-7"	69.71	30	"m"	3.598	-0.314691960672072	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-8"	81.081	30	"m"	3.198	1.23626787639516	1
"15.3.18"	"d244"	"s70"	"M"	"M-244-9"	66.565	29	"m"	4.211	-0.74365763542156	1
"15.3.18"	"d245"	"s71"	"M"	"M-245-7"	77.592	31	"m"	3.698	0.760381949781178	1
"15.3.18"	"d245"	"s71"	"M"	"M-245-8"	77.751	29	"m"	4.523	0.782068926660406	1
"15.3.18"	"d245"	"s71"	"M"	"M-245-10"	70.399	29	"m"	4.047	-0.220715060862088	1
"15.3.18"	"d246"	"s72"	"M"	"M-246-1"	63.079	30	"m"	3.354	-1.21913437379253	1
"15.3.18"	"d246"	"s72"	"M"	"M-246-2"	79.504	32	"m"	3.403	1.02117125665591	1
"15.3.18"	"d246"	"s72"	"M"	"M-246-4"	65.807	30	"m"	2.438	-0.847045864820641	1
"15.3.18"	"d246"	"s72"	"M"	"M-246-5"	73.173	30	"m"	3.697	0.157647667835872	1
"15.3.18"	"d246"	"s72"	"M"	"M-246-7"	70.043	30	"m"	4.614	-0.269272065698595	1
"15.3.18"	"d246"	"s72"	"M"	"M-246-10"	63.216	30	"m"	4.155	-1.20044811069534	1
"15.3.18"	"d247"	"s73"	"M"	"M-247-1"	69.131	30	"m"	3.969	-0.393665291571897	1
"15.3.18"	"d247"	"s73"	"M"	"M-247-4"	78.558	29	"m"	3.802	0.892140564028558	1
"15.3.18"	"d247"	"s73"	"M"	"M-247-5"	67.06	29	"m"	4.302	-0.676141575325853	1
"15.3.18"	"d247"	"s73"	"M"	"M-247-6"	64.329	30	"m"	4.505	-1.04863927254075	1
"15.3.18"	"d247"	"s73"	"M"	"M-247-7"	63.675	29	"m"	3.943	-1.13784230951568	1
"15.3.18"	"d249"	"s75"	"M"	"M-249-1"	78.368	30	"m"	3.802	0.866225308638285	1
"15.3.18"	"d249"	"s75"	"M"	"M-249-3"	85.722	30	"m"	3.186	1.86928208832278	1
"15.3.18"	"d249"	"s75"	"M"	"M-249-4"	73.684	30	"m"	3.489	0.2273460652276	1
"15.3.18"	"d249"	"s75"	"M"	"M-249-7"	70.586	31	"m"	4.313	-0.195208993714821	1
"15.3.18"	"d252"	"s61"	"M"	"M-252-2"	80.783	31	"m"	3.074	1.19562184425673	2
"15.3.18"	"d252"	"s61"	"M"	"M-252-3"	67.305	31	"m"	3.091	-0.642724535480503	2
"15.3.18"	"d252"	"s61"	"M"	"M-252-5"	64.288	29	"m"	3.44	-1.05423151186181	2
"15.3.18"	"d252"	"s61"	"M"	"M-252-6"	55.265	29	"m"	4.076	-2.28493335073769	2
"15.3.18"	"d252"	"s61"	"M"	"M-252-8"	69.736	31	"m"	3.469	-0.311145662566033	2
"15.3.18"	"d252"	"s61"	"M"	"M-252-9"	63.099	31	"m"	3.231	-1.21640645217251	2
"15.3.18"	"d253"	"s62"	"M"	"M-253-4"	83.375	31	"m"	3.594	1.54916048621243	2
"15.3.18"	"d254"	"s63"	"M"	"M-254-4"	74.207	29	"m"	3.775	0.298681215591346	2
"15.3.18"	"d254"	"s63"	"M"	"M-254-5"	64.8	30	"m"	4.011	-0.984396718389079	2
"15.3.18"	"d254"	"s63"	"M"	"M-254-7"	61.657	30	"m"	4.126	-1.41308960097656	2
"15.3.18"	"d254"	"s63"	"M"	"M-254-8"	61.874	29	"m"	3.827	-1.38349165139925	2
"15.3.18"	"d254"	"s63"	"M"	"M-254-9"	96.683	29	"m"	3.832	3.36431953217943	2
"15.3.18"	"d255"	"s64"	"M"	"M-255-1"	75.982	30	"m"	3.968	0.54078425936888	2
"15.3.18"	"d255"	"s64"	"M"	"M-255-5"	72.546	30	"m"	4.387	0.0721273250479774	2
"15.3.18"	"d256"	"s65"	"M"	"M-256-1"	78.4	31	"m"	3.883	0.870589983230332	2
"15.3.18"	"d256"	"s65"	"M"	"M-256-3"	83.823	32	"m"	3.442	1.61026593050107	2
"15.3.18"	"d258"	"s67"	"M"	"M-258-4"	67.895	30	"m"	4.698	-0.562250847689662	2
"15.3.18"	"d258"	"s67"	"M"	"M-258-7"	64.679	31	"m"	3.837	-1.00090064419025	2
"15.3.18"	"d258"	"s67"	"M"	"M-258-8"	63.841	30	"m"	4.249	-1.11520056006945	2
"15.3.18"	"d259"	"s68"	"M"	"M-259-1"	76.5223	30	"m"	4.017	0.614479061933952	2
"15.3.18"	"d259"	"s68"	"M"	"M-259-4"	66.758	29	"m"	3.641	-0.717333191788285	2
"15.3.18"	"d259"	"s68"	"M"	"M-259-7"	86.689	30	"m"	3.706	2.00117709865116	2
"15.3.18"	"d261"	"s70"	"M"	"M-261-2"	66.655	30	"m"	3.579	-0.731381988131431	2
"15.3.18"	"d261"	"s70"	"M"	"M-261-7"	68.54	31	"m"	4.437	-0.47427537544374	2
"15.3.18"	"d262"	"s71"	"M"	"M-262-5"	74.098	30	"m"	3.355	0.283814042762191	2
"15.3.18"	"d263"	"s72"	"M"	"M-263-2"	74.706	31	"m"	4.596	0.36674286001106	2
"15.3.18"	"d263"	"s72"	"M"	"M-263-3"	78.592	31	"m"	4.09	0.896778030782605	2
"15.3.18"	"d263"	"s72"	"M"	"M-263-6"	74.71	31	"m"	4.088	0.367288444335064	2
"15.3.18"	"d263"	"s72"	"M"	"M-263-7"	62.683	30	"m"	4.174	-1.2731472218691	2
"15.3.18"	"d265"	"s74"	"M"	"M-265-1"	72.07	32	"m"	3.749	0.0072027904912962	2
"15.3.18"	"d265"	"s74"	"M"	"M-265-3"	57.793	32	"m"	3.953	-1.94012405796608	2
"15.3.18"	"d265"	"s74"	"M"	"M-265-4"	61.419	31	"m"	3.919	-1.4455518682549	2
"15.3.18"	"d265"	"s74"	"M"	"M-265-6"	81.213	31	"m"	3.905	1.25427215908735	2
"15.3.18"	"d265"	"s74"	"M"	"M-265-9"	61.913	31	"m"	3.819	-1.3781722042402	2
"15.3.18"	"d265"	"s74"	"M"	"M-265-10"	67.821	31	"m"	3.903	-0.572344157683767	2
"15.3.18"	"d266"	"s75"	"M"	"M-266-3"	67.852	30	"m"	3.911	-0.568115879172722	2
"15.3.18"	"d266"	"s75"	"M"	"M-266-4"	75.579	30	"m"	4.33	0.485816638725304	2
"15.3.18"	"d266"	"s75"	"M"	"M-266-7"	68.442	32	"m"	3.655	-0.487642191381882	2
"15.3.18"	"d267"	"s59"	"M"	"M-267-1"	69.033	31	"m"	4.276	-0.407032107510037	3
"15.3.18"	"d267"	"s59"	"M"	"M-267-2"	62.931	30	"m"	4.1	-1.23932099378075	3
"15.3.18"	"d267"	"s59"	"M"	"M-267-5"	63.338	31	"m"	4.628	-1.18380778881317	3
"15.3.18"	"d267"	"s59"	"M"	"M-267-7"	77.893	31	"m"	3.685	0.801437170162608	3
"15.3.18"	"d267"	"s59"	"M"	"M-267-8"	69.595	31	"m"	4.435	-0.330377509987235	3
"15.3.18"	"d267"	"s59"	"M"	"M-267-10"	71.406	30	"m"	4.016	-0.0833642072936497	3
"15.3.18"	"d269"	"s61"	"M"	"M-269-1"	75.816	30	"m"	4.019	0.518142509922644	3
"15.3.18"	"d269"	"s61"	"M"	"M-269-2"	83.385	29	"m"	4.466	1.55052444702245	3
"15.3.18"	"d269"	"s61"	"M"	"M-269-6"	75.62	29	"m"	4.14	0.491408878046364	3
"15.3.18"	"d269"	"s61"	"M"	"M-269-8"	80.802	29	"m"	3.884	1.19821336979576	3
"15.3.18"	"d269"	"s61"	"M"	"M-269-9"	68.409	29	"m"	3.791	-0.492143262054927	3
"15.3.18"	"d270"	"s62"	"M"	"M-270-5"	71.505	30	"m"	3.778	-0.0698609952745099	3
"15.3.18"	"d270"	"s62"	"M"	"M-270-6"	71.207	30	"m"	4.115	-0.110507027412935	3
"15.3.18"	"d270"	"s62"	"M"	"M-270-7"	73.772	31	"m"	4.074	0.239348920355727	3
"15.3.18"	"d270"	"s62"	"M"	"M-270-8"	63.956	30	"m"	3.401	-1.09951501075428	3
"15.3.18"	"d271"	"s63"	"M"	"M-271-1"	71.712	30	"m"	3.661	-0.0416270065072134	3
"15.3.18"	"d271"	"s63"	"M"	"M-271-3"	67.066	30	"m"	3.689	-0.675323198839844	3
"15.3.18"	"d271"	"s63"	"M"	"M-271-4"	63.11	30	"m"	3.919	-1.21490609528149	3
"15.3.18"	"d271"	"s63"	"M"	"M-271-6"	65.302	30	"m"	2.972	-0.915925885726361	3
"15.3.18"	"d271"	"s63"	"M"	"M-271-8"	83.676	30	"m"	3.606	1.59021570659386	3
"15.3.18"	"d273"	"s65"	"M"	"M-273-1"	70.701	30	"m"	3.332	-0.179523444399658	3
"15.3.18"	"d273"	"s65"	"M"	"M-273-3"	80.483	30	"m"	3.417	1.1547030199563	3
"15.3.18"	"d273"	"s65"	"M"	"M-273-5"	77.242	31	"m"	3.649	0.712643321430679	3
"15.3.18"	"d275"	"s67"	"M"	"M-275-1"	71.598	30	"m"	4.36	-0.0571761597413766	3
"15.3.18"	"d276"	"s68"	"M"	"M-276-2"	68.695	31	"m"	3.634	-0.453133982888521	3
"15.3.18"	"d276"	"s68"	"M"	"M-276-4"	73.664	33	"m"	4.409	0.224618143607572	3
"15.3.18"	"d276"	"s68"	"M"	"M-276-5"	70.198	30	"m"	4.103	-0.248130673143376	3
"15.3.18"	"d276"	"s68"	"M"	"M-276-7"	61.073	30	"m"	3.876	-1.4927449122814	3
"15.3.18"	"d277"	"s69"	"M"	"M-277-2"	63.778	30	"m"	3.932	-1.12379351317254	3
"15.3.18"	"d277"	"s69"	"M"	"M-277-4"	77.328	31	"m"	4.49	0.724373384396802	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-1"	72.842	29	"m"	4.498	0.112500565024399	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-2"	70.327	30	"m"	3.95	-0.230535578694191	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-3"	77.344	30	"m"	4.426	0.726555721692823	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-4"	76.761	29	"m"	4.614	0.647036806468992	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-5"	75.266	33	"m"	4.057	0.443124665371859	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-8"	71.266	29	"m"	4.376	-0.10245965863385	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-9"	87.15	30	"m"	3.699	2.06405569199282	3
"15.3.18"	"d279"	"s71"	"M"	"M-279-10"	65.459	31	"m"	3.845	-0.894511701009138	3
"15.3.18"	"d280"	"s72"	"M"	"M-280-1"	65.337	30	"m"	4.071	-0.911152022891312	3
"15.3.18"	"d280"	"s72"	"M"	"M-280-3"	74.392	31	"m"	3.917	0.323914490576611	3
"15.3.18"	"d280"	"s72"	"M"	"M-280-7"	78.15	30	"m"	4.153	0.836490962979975	3
"15.3.18"	"d280"	"s72"	"M"	"M-280-9"	70.645	30	"m"	3.962	-0.187161624935737	3
"15.3.18"	"d280"	"s72"	"M"	"M-280-10"	75.031	30	"m"	3.722	0.411071586336524	3
"15.3.18"	"d281"	"s73"	"M"	"M-281-4"	72.104	32	"m"	2.703	0.0118402572453455	3
"15.3.18"	"d281"	"s73"	"M"	"M-281-5"	66.695	31	"m"	3.942	-0.725926144891375	3
"15.3.18"	"d281"	"s73"	"M"	"M-281-6"	76.733	31	"m"	3.722	0.643217716200953	3
"15.3.18"	"d282"	"s74"	"M"	"M-282-1"	75.839	32	"m"	4.441	0.521279619785676	3
"15.3.18"	"d282"	"s74"	"M"	"M-282-2"	63.328	30	"m"	4.158	-1.18517174962318	3
"15.3.18"	"d282"	"s74"	"M"	"M-282-3"	68.705	32	"m"	3.734	-0.451770022078506	3
"15.3.18"	"d283"	"s75"	"M"	"M-283-1"	81.743	33	"m"	4.2	1.3265620820181	3
"15.3.18"	"d283"	"s75"	"M"	"M-283-2"	68.901	30	"m"	4.149	-0.425036390202226	3
"15.3.18"	"d283"	"s75"	"M"	"M-283-3"	62.535	31	"m"	3.631	-1.29333384185731	3
"15.3.18"	"d283"	"s75"	"M"	"M-283-5"	71.716	30	"m"	3.302	-0.0410814221832089	3
"15.3.18"	"d283"	"s75"	"M"	"M-283-8"	73.467	31	"m"	3.677	0.197748115650291	3
"15.3.18"	"d287"	"s62"	"M"	"M-287-1"	71.51	32	"m"	4.946	-0.0691790148695014	4
"15.3.18"	"d287"	"s62"	"M"	"M-287-2"	66.736	31	"m"	4.735	-0.720333905570315	4
"15.3.18"	"d287"	"s62"	"M"	"M-287-3"	64.216	31	"m"	4.455	-1.06405202969391	4
"15.3.18"	"d287"	"s62"	"M"	"M-287-6"	71.708	31	"m"	4.266	-0.0421725908312197	4
"15.3.18"	"d287"	"s62"	"M"	"M-287-7"	67.346	32	"m"	4.062	-0.637132296159444	4
"15.3.18"	"d287"	"s62"	"M"	"M-287-9"	75.487	31	"m"	4.227	0.473268199273173	4
"15.3.18"	"d293"	"s68"	"M"	"M-293-4"	58.707	30	"m"	3.36	-1.81545803993077	4
"15.3.18"	"d293"	"s68"	"M"	"M-293-6"	71.688	30	"m"	3.687	-0.0449005124512477	4
"15.3.18"	"d293"	"s68"	"M"	"M-293-8"	75.309	30	"m"	3.413	0.448989696854919	4
"15.3.18"	"d293"	"s68"	"M"	"M-293-9"	75.607	30	"m"	4.312	0.489635728993345	4
"15.3.18"	"d293"	"s68"	"M"	"M-293-10"	64.13	29	"m"	3.47	-1.07578209266004	4
"15.3.18"	"d295"	"s70"	"M"	"M-295-3"	73.734	32	"m"	4.287	0.234165869277671	4
"15.3.18"	"d296"	"s71"	"M"	"M-296-1"	74.682	31	"m"	4.488	0.363469354067025	4
"15.3.18"	"d296"	"s71"	"M"	"M-296-2"	64.603	30	"m"	3.676	-1.01126674634636	4
"15.3.18"	"d296"	"s71"	"M"	"M-296-7"	68.953	31	"m"	4.573	-0.417943793990151	4
"15.3.18"	"d297"	"s72"	"M"	"M-297-1"	79.784	32	"m"	4.349	1.05936215933631	4
"15.3.18"	"d297"	"s72"	"M"	"M-297-4"	68.523	30	"m"	3.704	-0.476594108820766	4
"15.3.18"	"d297"	"s72"	"M"	"M-297-5"	67.759	35	"m"	3.559	-0.580800714705855	4
"16.3.18"	"d301"	"s76"	"M"	"M-301-1"	65.998	31	"m"	3.438	-0.820994213349368	1
"16.3.18"	"d301"	"s76"	"M"	"M-301-4"	63.203	30	"m"	4.115	-1.20222125974836	1
"16.3.18"	"d301"	"s76"	"M"	"M-301-5"	71.916	30	"m"	3.916	-0.0138022059829231	1
"16.3.18"	"d302"	"s77"	"M"	"M-302-3"	71.959	32	"m"	3.631	-0.00793717449986085	1
"16.3.18"	"d302"	"s77"	"M"	"M-302-5"	78.584	31	"m"	3.867	0.895686862134594	1
"16.3.18"	"d303"	"s78"	"M"	"M-303-1"	68.724	36	"m"	3.148	-0.449178496539478	1
"16.3.18"	"d304"	"s79"	"M"	"M-304-4"	94.245	31	"m"	4.367	3.03178588669795	1
"16.3.18"	"d304"	"s79"	"M"	"M-304-8"	70.764	31	"m"	4.137	-0.170930491296567	1
"16.3.18"	"d304"	"s79"	"M"	"M-304-9"	60.738	30	"m"	4.531	-1.53843759941688	1
"16.3.18"	"d305"	"s80"	"M"	"M-305-1"	65.964	31	"m"	3.861	-0.825631680103417	1
"16.3.18"	"d305"	"s80"	"M"	"M-305-3"	71.278	30	"m"	3.646	-0.100822905661832	1
"16.3.18"	"d305"	"s80"	"M"	"M-305-5"	72.746	30	"m"	3.917	0.0994065412482612	1
"16.3.18"	"d305"	"s80"	"M"	"M-305-6"	61.25	30	"m"	3.755	-1.46860280594415	1
"16.3.18"	"d305"	"s80"	"M"	"M-305-9"	90.883	31	"m"	3.798	2.57322226237115	1
"16.3.18"	"d305"	"s80"	"M"	"M-305-10"	71.443	31	"m"	3.259	-0.078317552296598	1
"16.3.18"	"d306"	"s81"	"M"	"M-306-1"	71.226	31	"m"	4.67	-0.107915501873908	1
"16.3.18"	"d306"	"s81"	"M"	"M-306-2"	69.598	31	"m"	3.984	-0.329968321744231	1
"16.3.18"	"d306"	"s81"	"M"	"M-306-3"	67.376	31	"m"	4.511	-0.633040413729401	1
"16.3.18"	"d306"	"s81"	"M"	"M-306-4"	74.075	31	"m"	3.723	0.280676932899159	1
"16.3.18"	"d306"	"s81"	"M"	"M-306-6"	68.513	30	"m"	4.329	-0.477958069630779	1
"16.3.18"	"d306"	"s81"	"M"	"M-306-7"	66.711	31	"m"	4.592	-0.723743807595351	1
"16.3.18"	"d307"	"s82"	"M"	"M-307-2"	74.085	31	"m"	4.331	0.282040893709172	1
"16.3.18"	"d307"	"s82"	"M"	"M-307-9"	68.368	31	"m"	3.875	-0.497735501375987	1
"16.3.18"	"d307"	"s82"	"M"	"M-307-10"	81.468	31	"m"	3.256	1.28905315974271	1
"16.3.18"	"d308"	"s83"	"M"	"M-308-2"	70.13	32	"m"	4.03	-0.257405606651472	1
"16.3.18"	"d308"	"s83"	"M"	"M-308-3"	64.26	31	"m"	3.752	-1.05805060212985	1
"16.3.18"	"d308"	"s83"	"M"	"M-308-5"	74.141	30	"m"	4.025	0.289679074245254	1
"16.3.18"	"d308"	"s83"	"M"	"M-308-6"	71.389	31	"m"	3.444	-0.0856829406706754	1
"16.3.18"	"d308"	"s83"	"M"	"M-308-8"	67.228	30	"m"	3.756	-0.653227033717614	1
"16.3.18"	"d308"	"s83"	"M"	"M-308-10"	78.553	30	"m"	3.761	0.891458583623549	1
"16.3.18"	"d309"	"s84"	"M"	"M-309-1"	76.272	31	"m"	5.25	0.580339122859295	1
"16.3.18"	"d309"	"s84"	"M"	"M-309-3"	76.202	32	"m"	4.28	0.570791397189194	1
"16.3.18"	"d309"	"s84"	"M"	"M-309-5"	66.269	32	"m"	4.639	-0.784030875397981	1
"16.3.18"	"d309"	"s84"	"M"	"M-309-7"	51.579	31	"m"	4.164	-2.78768930530895	1
"16.3.18"	"d310"	"s85"	"M"	"M-310-1"	67.816	31	"m"	3.393	-0.573026138088774	1
"16.3.18"	"d310"	"s85"	"M"	"M-310-5"	65.568	30	"m"	3.656	-0.879644528179983	1
"16.3.18"	"d310"	"s85"	"M"	"M-310-7"	72.987	31	"m"	3.613	0.132277996769605	1
"16.3.18"	"d310"	"s85"	"M"	"M-310-9"	70.148	31	"m"	3.375	-0.254950477193446	1
"16.3.18"	"d311"	"s86"	"M"	"M-311-4"	77.783	32	"m"	3.437	0.786433601252451	1
"16.3.18"	"d311"	"s86"	"M"	"M-311-9"	66.431	31	"m"	4.206	-0.761934710275751	1
