id,EscapeDistance,Tail_Length,Sex,Year,Age3,Xpos,Ypos,Mother,Julian
CN06-110,33,NA,Female,2006,0,365,195,CN06-F14,270
CN06-110,26,NA,Female,2006,0,375,185,CN06-F14,247
CN06-110,26,NA,Female,2006,0,385,185,CN06-F14,222
CN06-110,26,53,Female,2006,0,365,195,CN06-F14,221
CN06-110,34,NA,Female,2006,0,365,175,CN06-F14,271
CN06-111,22,42,Female,2006,0,325,185,CN06-104,222
CN06-111,28,NA,Female,2006,0,315,185,CN06-104,248
CN06-111,31,NA,Female,2006,0,315,175,CN06-104,271
CN06-113,22,43.5,Male,2006,0,135,95,CN06-088,227
CN06-113,22,NA,Male,2006,0,135,95,CN06-088,228
CN06-113,22,NA,Male,2006,0,125,95,CN06-088,229
CN06-114,39,54.5,Male,2006,1,145,105,0,227
CN06-114,38,NA,Male,2006,1,155,135,0,229
CN06-115,27,46,Female,2006,0,65,85,CN06-004,227
CN06-115,32,NA,Female,2006,0,65,85,CN06-004,254
CN06-115,30,NA,Female,2006,0,75,75,CN06-004,263
CN06-116,44,61,Female,2008,2,255,135,CN06-038,171
CN06-116,35,58,Female,2007,1,225,85,CN06-038,198
CN06-116,42,58,Female,2007,1,285,75,CN06-038,206
CN06-116,39,61,Female,2007,1,215,75,CN06-038,225
CN06-116,34,62,Female,2007,1,225,75,CN06-038,266
CN06-116,47,58,Female,2008,2,275,75,CN06-038,161
CN06-116,42,63,Female,2008,2,285,115,CN06-038,170
CN06-116,35,63,Female,2007,1,225,65,CN06-038,197
CN06-116,28,46.5,Female,2006,0,205,95,CN06-038,228
CN06-116,27,NA,Female,2006,0,215,95,CN06-038,229
CN06-116,38,60,Female,2007,1,225,75,CN06-038,169
CN06-116,35,56,Female,2007,1,225,85,CN06-038,163
CN06-116,39,55,Female,2007,1,255,65,CN06-038,162
CN06-116,29,NA,Female,2006,0,225,75,CN06-038,269
CN06-116,31,NA,Female,2006,0,205,75,CN06-038,263
CN06-116,28,NA,Female,2006,0,215,75,CN06-038,243
CN06-116,37,56,Female,2007,1,225,85,CN06-038,170
CN06-116,25,NA,Female,2006,0,205,75,CN06-038,242
CN06-117,31,NA,Female,2006,0,225,75,CN06-038,242
CN06-117,30,50,Female,2006,0,215,85,CN06-038,228
CN06-118,30,52,Male,2006,0,215,95,CN06-025,228
CN06-119,38,65,Female,2007,1,185,115,CN06-025,226
CN06-119,37,59,Female,2007,1,195,125,CN06-025,198
CN06-119,41,62,Female,2007,1,205,115,CN06-025,170
CN06-119,27,NA,Female,2006,0,215,115,CN06-025,229
CN06-119,29,NA,Female,2006,0,195,95,CN06-025,263
CN06-119,31,NA,Female,2006,0,195,125,CN06-025,264
CN06-119,26,48,Female,2006,0,195,115,CN06-025,228
CN06-119,41,60,Female,2007,1,185,125,CN06-025,163
CN06-120,27,53,Male,2006,0,185,125,CN06-025,228
CN06-120,29,NA,Male,2006,0,195,125,CN06-025,229
CN06-121,23,42,Female,2006,0,125,125,CN06-122,228
CN06-121,26,NA,Female,2006,0,135,105,CN06-122,255
CN06-122,35,56,Female,2006,1,135,125,CN05-F6,228
CN06-122,37,NA,Female,2006,1,135,115,CN05-F6,254
CN06-123,19,NA,Male,2006,0,125,115,CN06-021,229
CN06-123,26,NA,Male,2006,0,135,85,CN06-021,254
CN06-123,25,NA,Male,2006,0,125,85,CN06-021,255
CN06-123,19,40,Male,2006,0,125,115,CN06-021,228
CN06-124,45,57,Male,2007,1,145,115,CN06-122,170
CN06-124,42,57,Male,2007,1,135,115,CN06-122,256
CN06-124,43,59,Male,2007,1,145,115,CN06-122,226
CN06-124,41,59,Male,2007,1,155,115,CN06-122,198
CN06-124,30,NA,Male,2006,0,125,125,CN06-122,255
CN06-124,30,NA,Male,2006,0,135,105,CN06-122,254
CN06-124,25,NA,Male,2006,0,125,105,CN06-122,229
CN06-124,20,46,Male,2006,0,125,105,CN06-122,228
CN06-124,42,58,Male,2007,1,135,85,CN06-122,163
CN06-126,35,57,Female,2006,1,75,115,0,228
CN06-127,21,46,Male,2006,0,75,125,CN06-126,228
CN06-127,30,NA,Male,2006,0,65,115,CN06-126,254
CN06-128,30,NA,Male,2006,0,55,65,CN06-004,263
CN06-128,43,57,Male,2007,1,275,85,CN06-004,207
CN06-128,42,58,Male,2007,1,305,75,CN06-004,206
CN06-128,38,56,Male,2007,1,255,25,CN06-004,197
CN06-128,40,52,Male,2007,1,225,25,CN06-004,169
CN06-128,30,NA,Male,2006,0,55,75,CN06-004,264
CN06-128,31,NA,Male,2006,0,65,85,CN06-004,255
CN06-128,31,NA,Male,2006,0,55,85,CN06-004,254
CN06-128,25,NA,Male,2006,0,65,85,CN06-004,229
CN06-128,23,45,Male,2006,0,65,85,CN06-004,228
CN06-128,39,54,Male,2007,1,225,35,CN06-004,162
CN06-129,40,63,Female,2007,1,45,95,CN06-007,226
CN06-129,40,58,Female,2007,1,75,65,CN06-007,255
CN06-129,40,54,Female,2007,1,95,85,CN06-007,163
CN06-129,40,60,Female,2007,1,75,75,CN06-007,225
CN06-129,42,57,Female,2007,1,55,105,CN06-007,198
CN06-129,44,61,Female,2007,1,65,85,CN06-007,170
CN06-129,46,57,Female,2007,1,75,65,CN06-007,169
CN06-129,29,NA,Female,2006,0,105,75,CN06-007,264
CN06-129,30,NA,Female,2006,0,105,75,CN06-007,263
CN06-129,29,NA,Female,2006,0,45,85,CN06-007,255
CN06-129,31,NA,Female,2006,0,65,95,CN06-007,254
CN06-129,26,NA,Female,2006,0,55,95,CN06-007,229
CN06-129,26,45,Female,2006,0,65,95,CN06-007,228
CN06-129,38,54,Female,2007,1,75,95,CN06-007,256
CN06-129,40,56,Female,2007,1,85,75,CN06-007,162
CN06-130,21,41.5,Male,2006,0,45,115,CN06-011,228
CN06-132,48,NA,Male,2006,1,35,95,0,254
CN06-132,49,NA,Male,2006,1,35,95,0,255
CN06-132,41,62,Male,2006,1,55,125,0,228
CN06-132,46,NA,Male,2006,1,55,75,0,263
CN06-133,22,42,Female,2006,0,155,95,CN06-088,229
CN06-133,28,NA,Female,2006,0,145,105,CN06-088,254
CN06-133,32,50,Female,2007,1,155,65,CN06-088,162
CN06-133,38,53,Female,2007,1,155,65,CN06-088,169
CN06-134,24,45,Male,2006,0,135,95,CN06-122,229
CN06-135,11,NA,Male,2006,0,155,125,CN06-122,229
CN06-136,37,57,Female,2007,1,85,105,CN06-126,170
CN06-136,37,NA,Female,2007,1,75,125,CN06-126,198
CN06-136,44,58,Female,2007,1,65,105,CN06-126,256
CN06-136,24,48,Female,2006,0,75,135,CN06-126,229
CN06-136,26,NA,Female,2006,0,55,95,CN06-126,255
CN06-136,40,65,Female,2007,1,55,105,CN06-126,226
CN06-136,27,NA,Female,2006,0,55,95,CN06-126,254
CN06-136,45,52,Female,2007,1,75,135,CN06-126,163
CN06-137,17,41,Male,2006,0,55,145,CN06-023,229
CN06-137,31,NA,Male,2006,0,45,145,CN06-023,254
CN06-137,32,NA,Male,2006,0,45,145,CN06-023,255
CN06-138,22,45,Male,2006,0,45,125,CN06-023,229
CN06-138,32,NA,Male,2006,0,45,135,CN06-023,254
CN06-138,29,NA,Male,2006,0,45,135,CN06-023,255
CN06-140,20,39,Male,2006,0,35,145,CN06-023,229
CN06-141,19,42,Female,2006,0,35,115,CN06-011,229
CN06-141,28,NA,Female,2006,0,35,125,CN06-011,254
CN06-141,29,NA,Female,2006,0,45,125,CN06-011,255
CN06-142,21,41,Female,2006,0,255,125,CN06-033,234
CN06-142,22,NA,Female,2006,0,255,135,CN06-033,235
CN06-142,24,NA,Female,2006,0,285,75,CN06-033,243
CN06-143,23,45,Female,2006,0,305,95,CN06-034,234
CN06-143,25,NA,Female,2006,0,315,75,CN06-034,242
CN06-143,27,NA,Female,2006,0,275,85,CN06-034,269
CN06-143,NA,NA,Female,2006,0,305,135,CN06-034,275
CN06-145,31,NA,Female,2006,0,325,105,CN06-108,269
CN06-145,26,49,Female,2006,0,335,135,CN06-108,234
CN06-145,31,NA,Female,2006,0,325,125,CN06-108,275
CN06-145,32,NA,Female,2006,0,345,145,CN06-108,270
CN06-145,28,NA,Female,2006,0,345,115,CN06-108,250
CN06-145,31,NA,Female,2006,0,325,85,CN06-108,268
CN06-145,28,NA,Female,2006,0,345,135,CN06-108,249
CN06-146,32,NA,Male,2006,0,295,75,CN06-033,268
CN06-146,24,NA,Male,2006,0,265,75,CN06-033,243
CN06-146,27,NA,Male,2006,0,265,75,CN06-033,242
CN06-146,24,NA,Male,2006,0,255,145,CN06-033,235
CN06-146,24,44,Male,2006,0,255,145,CN06-033,234
CN06-146,29,NA,Male,2006,0,285,85,CN06-033,269
CN06-147,45,64,Female,2007,1,315,175,CN06-053,252
CN06-147,40,62,Female,2007,1,325,145,CN06-053,194
CN06-147,46,65,Female,2007,1,305,155,CN06-053,252
CN06-147,47,63,Female,2008,2,335,105,CN06-053,170
CN06-147,36,60,Female,2007,1,315,135,CN06-053,251
CN06-147,45,61,Female,2007,1,325,165,CN06-053,207
CN06-147,46,62,Female,2007,1,315,135,CN06-053,206
CN06-147,42,58,Female,2007,1,325,135,CN06-053,165
CN06-147,40,60,Female,2007,1,325,165,CN06-053,164
CN06-147,27,NA,Female,2006,0,325,145,CN06-053,271
CN06-147,28,NA,Female,2006,0,325,145,CN06-053,248
CN06-147,29,NA,Female,2006,0,315,155,CN06-053,247
CN06-147,27,48,Female,2006,0,325,135,CN06-053,235
CN06-147,43,57,Female,2007,1,315,125,CN06-053,275
CN06-147,42,61,Female,2007,1,325,135,CN06-053,193
CN06-148,42,57,Female,2006,1,265,105,0,235
CN06-148,38,60,Female,2006,1,245,45,0,242
CN06-150,43,58,Female,2006,1,195,55,0,263
CN06-150,41,NA,Female,2006,1,175,45,0,264
CN06-150,42,NA,Female,2006,1,195,55,0,243
CN06-150,41,61,Female,2006,1,195,55,0,242
CN06-151,22,NA,Female,2006,0,235,55,CN06-039,243
CN06-151,32,NA,Female,2006,0,235,45,CN06-039,268
CN06-151,31,NA,Female,2006,0,225,45,CN06-039,269
CN06-151,25,45.5,Female,2006,0,235,55,CN06-039,242
CN06-152,23,41.5,Male,2006,0,245,65,CN06-038,242
CN06-152,30,NA,Male,2006,0,225,45,CN06-038,268
CN06-152,31,NA,Male,2006,0,235,55,CN06-038,269
CN06-153,24,46,Female,2006,0,285,35,CN06-F3,242
CN06-154,47,62,Female,2007,1,305,75,CN06-148,193
CN06-154,48,58,Female,2007,1,285,65,CN06-148,266
CN06-154,44,59,Female,2007,1,275,55,CN06-148,250
CN06-154,51,59,Female,2007,1,285,45,CN06-148,206
CN06-154,50,65,Female,2007,1,275,65,CN06-148,197
CN06-154,48,55,Female,2007,1,265,35,CN06-148,169
CN06-154,49,61,Female,2007,1,285,45,CN06-148,165
CN06-154,47,57,Female,2007,1,265,45,CN06-148,162
CN06-154,30,NA,Female,2006,0,275,45,CN06-148,269
CN06-154,24,NA,Female,2006,0,255,55,CN06-148,243
CN06-154,24,46,Female,2006,0,275,35,CN06-148,242
CN06-155,28,NA,Male,2006,0,235,25,CN06-036,269
CN06-155,24,44,Male,2006,0,245,25,CN06-036,242
CN06-156,NA,50,Female,2006,0,235,45,CN06-039,242
CN06-157,49,57,Female,2007,1,215,45,CN06-150,162
CN06-157,39,60,Female,2007,1,185,65,CN06-150,225
CN06-157,40,55,Female,2008,2,205,55,CN06-150,238
CN06-157,43,64,Female,2008,2,205,55,CN06-150,210
CN06-157,44,57,Female,2008,2,215,35,CN06-150,191
CN06-157,45,61,Female,2008,2,195,65,CN06-150,161
CN06-157,40,57,Female,2007,1,185,55,CN06-150,255
CN06-157,39,59,Female,2007,1,205,65,CN06-150,169
CN06-157,32,NA,Female,2006,0,205,65,CN06-150,264
CN06-157,35,NA,Female,2006,0,195,65,CN06-150,263
CN06-157,30,NA,Female,2006,0,205,55,CN06-150,243
CN06-157,28,47,Female,2006,0,205,45,CN06-150,242
CN06-157,41,61,Female,2007,1,205,55,CN06-150,197
CN06-159,42,62,Male,2008,2,65,45,CN06-150,161
CN06-159,31,NA,Male,2006,0,195,55,CN06-150,264
CN06-159,45,61,Male,2008,2,85,45,CN06-150,238
CN06-159,46,64,Male,2008,2,155,25,CN06-150,210
CN06-159,51,59,Male,2008,2,150,100,CN06-150,196
CN06-159,49,56,Male,2008,2,115,5,CN06-150,191
CN06-159,37,57,Male,2007,1,75,75,CN06-150,162
CN06-159,38,60,Male,2007,1,95,65,CN06-150,169
CN06-159,33,NA,Male,2006,0,205,55,CN06-150,263
CN06-159,29,57,Male,2006,0,195,65,CN06-150,243
CN06-159,41,62,Male,2007,1,85,45,CN06-150,225
CN06-160,27,45,Male,2006,0,225,75,CN06-038,243
CN06-160,29,NA,Male,2006,0,225,85,CN06-038,263
CN06-160,29,NA,Male,2006,0,215,85,CN06-038,264
CN06-160,30,NA,Male,2006,0,235,65,CN06-038,269
CN06-161,21,42,Female,2006,0,275,55,CN06-148,243
CN06-162,28,48,Male,2006,0,265,35,CN06-148,243
CN06-162,32,NA,Male,2006,0,255,25,CN06-148,269
CN06-164,30,NA,Female,2006,0,335,165,CN06-104,270
CN06-164,27,NA,Female,2006,0,325,155,CN06-104,271
CN06-164,44,60,Female,2007,1,285,125,CN06-104,206
CN06-164,42,61,Female,2007,1,305,145,CN06-104,207
CN06-164,19,39.5,Female,2006,0,335,155,CN06-104,247
CN06-165,18,42,Male,2006,0,385,155,CN06-071,247
CN06-165,20,NA,Male,2006,0,385,155,CN06-071,248
CN06-165,31,NA,Male,2006,0,395,165,CN06-071,270
CN06-165,29,NA,Male,2006,0,395,175,CN06-071,271
CN06-166,27,NA,Female,2006,0,435,145,CN06-076,270
CN06-166,23,NA,Female,2006,0,445,165,CN06-076,271
CN06-166,19,40,Female,2006,0,435,155,CN06-076,247
CN06-167,28,54,Female,2006,0,425,185,CN06-071,247
CN06-167,31,NA,Female,2006,0,395,175,CN06-071,270
CN06-167,30,NA,Female,2006,0,425,185,CN06-071,271
CN06-168,19,37,Female,2006,0,425,175,CN06-077,247
CN06-168,22,NA,Female,2006,0,425,185,CN06-077,248
CN06-169,22,41.5,Male,2006,0,395,185,CN06-071,247
CN06-169,27,53,Male,2006,0,385,165,CN06-071,271
CN06-169,41,60,Male,2007,1,435,145,CN06-071,164
CN06-169,45,61,Male,2007,1,435,135,CN06-071,193
CN06-169,42,65,Male,2007,1,425,105,CN06-071,206
CN06-170,29,48.5,Female,2006,0,375,195,CN06-077,247
CN06-170,33,NA,Female,2006,0,385,175,CN06-077,271
CN06-170,30,NA,Female,2006,0,375,185,CN06-077,248
CN06-170,33,NA,Female,2006,0,385,175,CN06-077,270
CN06-171,20,41,Female,2006,0,315,185,CN06-104,247
CN06-171,27,NA,Female,2006,0,315,185,CN06-104,271
CN06-172,24,53,Male,2006,0,325,155,CN06-050,248
CN06-172,29,NA,Male,2006,0,105,105,CN06-050,255
CN06-173,22,37,Female,2006,0,325,165,CN06-104,248
CN06-173,31,NA,Female,2006,0,325,185,CN06-104,270
CN06-174,22,39,Male,2006,0,425,155,CN06-076,248
CN06-174,24,NA,Male,2006,0,435,135,CN06-076,250
CN06-175,40,NA,Female,2006,0,435,95,CN06-094,249
CN06-175,38,NA,Female,2006,0,415,85,CN06-094,250
CN06-175,38,NA,Female,2006,0,425,85,CN06-094,275
CN06-175,35,51,Female,2006,0,435,145,CN06-094,248
CN06-176,30,50,Male,2006,0,425,195,CN06-077,248
CN06-177,17,41,Male,2006,0,345,105,CN06-108,249
CN06-177,18,NA,Male,2006,0,345,125,CN06-108,250
CN06-177,NA,NA,Male,2006,0,345,105,CN06-108,269
CN06-178,26,NA,Female,2006,0,385,95,CN06-051,250
CN06-178,30,NA,Female,2006,0,365,105,CN06-051,269
CN06-178,26,45,Female,2006,0,385,105,CN06-051,249
CN06-178,31,NA,Female,2006,0,385,105,CN06-051,275
CN06-179,30,NA,Male,2006,0,395,85,CN06-051,275
CN06-179,48,63,Male,2007,1,205,115,CN06-051,198
CN06-179,52,66,Male,2007,1,175,55,CN06-051,255
CN06-179,49,67,Male,2007,1,225,55,CN06-051,250
CN06-179,52,63,Male,2007,1,185,125,CN06-051,226
CN06-179,54,66,Male,2007,1,165,85,CN06-051,256
CN06-179,49,66,Male,2007,1,165,75,CN06-051,225
CN06-179,46,69,Male,2007,1,205,65,CN06-051,197
CN06-179,47,62,Male,2007,1,205,125,CN06-051,170
CN06-179,46,63,Male,2007,1,205,85,CN06-051,163
CN06-179,26,NA,Male,2006,0,395,105,CN06-051,250
CN06-179,24,49,Male,2006,0,395,105,CN06-051,249
CN06-179,52,66,Male,2007,1,205,85,CN06-051,266
CN06-179,48,68,Male,2007,1,185,75,CN06-051,169
CN06-180,36,54,Female,2007,1,415,95,CN06-094,251
CN06-180,39,54,Female,2007,1,415,85,CN06-094,275
CN06-180,26,NA,Female,2006,0,405,85,CN06-094,275
CN06-180,24,48,Female,2006,0,415,105,CN06-094,249
CN06-180,39,54,Female,2007,1,405,95,CN06-094,206
CN06-181,25,46,Male,2006,0,445,75,CN06-083,249
CN06-182,36,56,Female,2007,1,425,155,CN06-081,252
CN06-182,34,49,Female,2007,1,445,125,CN06-081,275
CN06-182,30,56,Female,2007,1,435,135,CN06-081,251
CN06-182,35,57,Female,2007,1,435,145,CN06-081,207
CN06-182,34,61,Female,2007,1,425,155,CN06-081,194
CN06-182,30,51,Female,2007,1,435,155,CN06-081,164
CN06-182,NA,NA,Female,2006,0,425,135,CN06-081,275
CN06-182,25,51,Female,2006,0,435,115,CN06-081,249
CN06-182,34,57,Female,2007,1,445,135,CN06-081,206
CN06-183,NA,NA,Female,2006,0,445,135,CN06-081,275
CN06-183,29,NA,Female,2006,0,435,155,CN06-081,271
CN06-183,26,49,Female,2006,0,445,135,CN06-081,249
CN06-184,38,62,Female,2007,1,405,185,CN06-050,164
CN06-184,29,NA,Female,2006,0,385,125,CN06-050,275
CN06-184,28,NA,Female,2006,0,395,145,CN06-050,271
CN06-184,28,54,Female,2006,0,405,125,CN06-050,249
CN06-184,27,NA,Female,2006,0,405,125,CN06-050,250
CN06-185,38,51.5,Female,2006,1,405,115,0,249
CN06-185,38,NA,Female,2006,1,415,105,0,250
CN06-186,26,49,Female,2006,0,415,115,CN06-094,249
CN06-186,25,NA,Female,2006,0,415,115,CN06-094,250
CN06-187,22,42,Female,2006,0,395,125,CN06-051,249
CN06-187,41,53,Female,2007,1,345,105,CN06-051,193
CN06-187,37,54,Female,2007,1,375,85,CN06-051,206
CN06-187,35,53,Female,2007,1,385,105,CN06-051,251
CN06-187,34,53,Female,2007,1,375,85,CN06-051,275
CN06-187,37,57,Female,2008,2,375,85,CN06-051,170
CN06-187,45,56,Female,2008,2,385,115,CN06-051,205
CN06-188,44,59,Female,2007,1,375,135,CN06-185,193
CN06-188,41,61,Female,2007,1,395,125,CN06-185,206
CN06-188,43,57,Female,2007,1,375,105,CN06-185,165
CN06-188,30,NA,Female,2006,0,395,115,CN06-185,275
CN06-188,27,49,Female,2006,0,385,115,CN06-185,249
CN06-189,26,50,Male,2006,0,455,85,CN06-084,250
CN06-190,28,50,Female,2006,0,435,95,CN06-081,250
CN06-190,NA,NA,Female,2006,0,435,105,CN06-081,275
CN06-191,17,33,Male,2006,0,445,125,CN06-081,250
CN06-192,24,44,Female,2006,0,395,125,CN06-185,250
CN06-193,NA,NA,Male,2006,0,365,135,CN06-053,250
CN06-194,37,53,Male,2006,1,95,85,CN06-007,254
CN06-194,30,NA,Male,2006,1,75,105,CN06-007,255
CN06-195,22,43,Male,2006,0,85,95,CN06-126,254
CN06-195,23,NA,Male,2006,0,75,125,CN06-126,255
CN06-196,31,NA,Male,2006,0,95,65,CN06-012,264
CN06-196,25,NA,Male,2006,0,75,115,CN06-012,255
CN06-196,25,40,Male,2006,0,75,125,CN06-012,254
CN06-197,21,40.5,Female,2006,0,35,135,CN06-024,254
CN06-198,42,56,Female,2007,1,55,145,CN06-011,256
CN06-198,27,45,Female,2006,0,55,115,CN06-011,254
CN06-198,40,51,Female,2007,1,45,105,CN06-011,163
CN06-198,37,53,Female,2007,1,45,125,CN06-011,170
CN06-198,42,54,Female,2007,1,65,115,CN06-011,198
CN06-198,39,57,Female,2007,1,45,125,CN06-011,226
CN06-200,27,NA,Female,2006,0,155,65,CN06-088,264
CN06-200,25,47,Female,2006,0,145,85,CN06-088,255
CN06-200,33,56,Female,2007,1,145,65,CN06-088,162
CN06-200,25,NA,Female,2006,0,135,65,CN06-088,263
CN06-201,44,56,Male,2007,1,75,75,CN06-088,169
CN06-201,44,57,Male,2007,1,75,85,CN06-088,198
CN06-201,38,63,Male,2007,1,75,75,CN06-088,197
CN06-201,40,58,Male,2007,1,105,85,CN06-088,170
CN06-201,46,55,Male,2007,1,75,85,CN06-088,163
CN06-201,40,57,Male,2007,1,95,75,CN06-088,162
CN06-201,28,NA,Male,2006,0,135,65,CN06-088,264
CN06-201,23,45,Male,2006,0,135,95,CN06-088,255
CN06-201,26,44,Male,2006,0,145,75,CN06-088,263
CN06-203,29,51.5,Male,2006,0,175,55,CN06-150,263
CN06-203,28,NA,Male,2006,0,165,55,CN06-150,264
CN06-205,43,55,Female,2006,1,45,55,0,263
CN06-205,42,NA,Female,2006,1,45,55,0,264
CN06-206,29,51,Male,2006,0,35,55,CN06-014,263
CN06-206,31,NA,Male,2006,0,25,75,CN06-014,264
CN06-207,30,52,Male,2006,0,195,75,CN06-150,264
CN06-208,23,47,Male,2006,0,325,105,CN06-108,268
CN06-208,26,NA,Male,2006,0,335,105,CN06-108,269
CN06-208,23,47,Male,2006,0,365,155,CN06-108,270
CN06-208,25,NA,Male,2006,0,365,155,CN06-108,271
CN06-208,27,43,Male,2006,0,345,125,CN06-108,274
CN06-208,26,NA,Male,2006,0,345,125,CN06-108,275
CN06-209,25,50,Male,2006,0,285,75,CN06-034,269
CN06-210,24,46,Male,2006,0,235,15,CN06-044,269
CN06-211,26,49,Male,2006,0,405,145,CN06-050,270
CN06-213,18,38.5,Male,2006,0,345,165,CN06-108,271
CN06-213,17,38.5,Male,2006,0,345,135,CN06-108,274
CN06-213,15,39.5,Male,2006,0,335,145,CN06-108,270
CN06-214,41,58,Female,2007,1,295,85,CN06-053,165
CN06-214,28,49,Female,2006,0,305,145,CN06-053,270
CN06-214,28,NA,Female,2006,0,315,135,CN06-053,275
CN06-214,32,61,Female,2007,1,275,75,CN06-053,162
CN06-214,34,57,Female,2007,1,275,115,CN06-053,164
CN06-214,37,58,Female,2007,1,305,115,CN06-053,165
CN06-215,46,57,Male,2007,1,445,115,CN06-050,206
CN06-215,43,55,Male,2007,1,405,85,CN06-050,275
CN06-215,43,58,Male,2007,1,425,105,CN06-050,251
CN06-215,52,57,Male,2007,1,445,115,CN06-050,165
CN06-215,NA,NA,Male,2006,0,395,135,CN06-050,275
CN06-215,24,44,Male,2006,0,405,145,CN06-050,271
CN06-215,48,58,Male,2007,1,445,75,CN06-050,193
CN06-221,NA,NA,Male,2006,0,455,125,CN06-081,275
CN06-222,40,56,Female,2007,1,435,105,CN06-084,275
CN06-222,29,49,Female,2006,0,435,85,CN06-084,275
CN06-222,36,57,Female,2007,1,455,95,CN06-084,165
CN06-222,33,58,Female,2007,1,435,105,CN06-084,193
CN06-222,38,62,Female,2007,1,445,95,CN06-084,206
CN07-001,48,55,Male,2007,1,285,35,0,266
CN07-001,44,56,Male,2007,1,295,45,0,250
CN07-001,39,59,Male,2007,1,275,45,0,197
CN07-001,41,58,Male,2007,1,295,45,0,193
CN07-001,42,56,Male,2007,1,265,45,0,169
CN07-001,48,53,Male,2007,1,265,25,0,162
CN07-001,42,55,Male,2007,1,295,45,0,165
CN07-002,40,58,Male,2007,1,325,165,CN06-F5,194
CN07-002,43,56,Male,2007,1,285,65,CN06-F5,206
CN07-002,39,56,Male,2007,1,305,155,CN06-F5,207
CN07-002,44,57,Male,2007,1,265,25,CN06-F5,169
CN07-002,46,54,Male,2007,1,315,125,CN06-F5,165
CN07-002,44,58,Male,2007,1,275,45,CN06-F5,162
CN07-002,49,55,Male,2007,1,285,85,CN06-F5,193
CN07-004,47,60,Female,2008,2,75,85,CN06-205,204
CN07-004,44,55,Female,2008,2,75,85,CN06-205,261
CN07-004,NA,NA,Female,2008,2,95,55,CN06-205,260
CN07-004,43,61,Female,2008,2,85,45,CN06-205,260
CN07-004,39,50,Female,2008,2,75,95,CN06-205,239
CN07-004,NA,NA,Female,2008,2,75,45,CN06-205,238
CN07-004,42,58,Female,2008,2,55,65,CN06-205,238
CN07-004,39,59,Female,2008,2,65,85,CN06-205,211
CN07-004,34,54,Female,2007,1,65,45,CN06-205,162
CN07-004,44,59,Female,2008,2,65,45,CN06-205,210
CN07-004,41,57,Female,2008,2,75,55,CN06-205,191
CN07-004,41,58,Female,2008,2,75,95,CN06-205,162
CN07-004,36,55,Female,2008,2,85,55,CN06-205,161
CN07-004,38,54,Female,2007,1,75,55,CN06-205,255
CN07-004,43,54,Female,2007,1,95,55,CN06-205,225
CN07-004,40,60,Female,2007,1,65,65,CN06-205,197
CN07-004,35,53,Female,2007,1,75,55,CN06-205,169
CN07-004,44,NA,Female,2008,2,75,65,CN06-205,210
CN07-005,34,57,Male,2007,1,35,45,CN06-205,162
CN07-006,44,50,Male,2008,2,75,75,0,161
CN07-006,44,50,Male,2008,2,45,125,0,204
CN07-006,43,54,Male,2008,2,35,105,0,162
CN07-006,43,58,Male,2007,1,45,125,0,163
CN07-006,42,48,Male,2008,2,55,65,0,191
CN07-006,42,57,Male,2007,1,45,105,0,170
CN07-007,33,53,Female,2007,1,125,85,CN06-021,163
CN07-007,34,56,Female,2007,1,125,115,CN06-021,170
CN07-007,34,56,Female,2007,1,125,125,CN06-021,198
CN07-007,46,60,Female,2007,1,125,115,CN06-021,226
CN07-007,39,50,Female,2007,1,145,115,CN06-021,256
CN07-008,16,46,Male,2007,0,185,115,CN06-025,163
CN07-008,23,47,Male,2007,0,185,125,CN06-025,170
CN07-009,17,46,Male,2007,0,195,95,CN07-110,163
CN07-009,21,53,Male,2007,0,195,115,CN07-110,170
CN07-010,34,62,Female,2007,0,25,75,CN06-025,225
CN07-010,28,62,Female,2007,0,25,105,CN06-025,226
CN07-010,16,48,Female,2007,0,195,85,CN06-025,163
CN07-012,49,58,Male,2007,1,395,145,0,164
CN07-012,54,61,Male,2007,1,345,135,0,165
CN07-012,50,56,Male,2007,1,355,135,0,193
CN07-012,NA,NA,Male,2007,1,385,135,0,193
CN07-012,51,NA,Male,2007,1,345,135,0,206
CN07-012,43,61,Male,2007,1,425,185,0,252
CN07-013,49,61,Male,2007,1,295,75,0,165
CN07-013,48,65,Male,2007,1,275,55,0,169
CN07-013,51,58,Male,2007,1,285,115,0,193
CN07-013,53,63,Male,2007,1,305,155,0,164
CN07-014,42,61,Male,2007,1,335,145,0,164
CN07-014,45,62,Male,2007,1,295,135,0,193
CN07-014,46,63,Male,2007,1,315,145,0,207
CN07-015,25,45,Male,2007,0,275,135,CN06-164,164
CN07-015,19,39,Male,2007,0,285,95,CN06-164,165
CN07-016,32,54,Male,2007,0,265,85,CN06-214,250
CN07-016,33,56,Male,2007,0,255,125,CN06-214,275
CN07-016,35,52,Male,2007,0,265,115,CN06-214,251
CN07-016,36,56,Male,2007,0,265,95,CN06-214,207
CN07-016,31,59,Male,2007,0,265,75,CN06-214,197
CN07-016,21,40,Male,2007,0,275,95,CN06-214,164
CN07-016,34,55,Male,2007,0,285,85,CN06-214,266
CN07-017,17,37,Male,2007,0,265,85,CN06-214,164
CN07-018,41,57,Male,2007,1,325,115,CN06-052,165
CN07-018,42,55,Male,2007,1,315,105,CN06-052,193
CN07-018,40,58,Male,2007,1,315,105,CN06-052,206
