id Weight Body_Length Tail_Length Sex Calendar_year Age Who Cohort Cell ID_Trapping_Session Wolfgruoben Xpos Ypos Year Origin Julian RelativeJulian Mother fitnessR animal Age3 YoungWeight AdWeight Ad1Weight Ad2Weight f LRS BMI
CN06-178 30 NA NA Female 2006 J PW/SR 2006 P37 38 FALSE 365 105 2006 2006-01-01 269 125 CN06-051 0 CN06-178 0 30 NA NA NA 0 0 NA
CN06-178 26 NA 45 Female 2006 J SR 2006 P39 31 FALSE 385 105 2006 2006-01-01 249 105 CN06-051 0 CN06-178 0 26 NA NA NA 0 0 NA
CN06-178 31 NA NA Female 2006 J UK/SR 2006 P39 42 FALSE 385 105 2006 2006-01-01 275 131 CN06-051 0 CN06-178 0 31 NA NA NA 0 0 NA
CN06-179 30 NA NA Male 2006 J UK/SR 2006 R40 42 FALSE 395 85 2006 2006-01-01 275 131 CN06-051 7.87338129496403 CN06-179 0 30 NA NA NA 0 12 NA
CN06-179 48 124 63 Male 2007 A PW 2006 O21 52 FALSE 205 115 2007 2007-01-01 198 54 CN06-051 7.87338129496403 CN06-179 1 NA 48 48 NA 0 12 0.387096774193548
CN06-179 52 121 66 Male 2007 A JR 2006 U18 60 FALSE 175 55 2007 2007-01-01 255 111 CN06-051 7.87338129496403 CN06-179 1 NA 52 52 NA 0 12 0.429752066115702
CN06-179 49 124 67 Male 2007 A PW 2006 U23 57 FALSE 225 55 2007 2007-01-01 250 106 CN06-051 7.87338129496403 CN06-179 1 NA 49 49 NA 0 12 0.395161290322581
CN06-179 52 123 63 Male 2007 A JR 2006 N19 56 FALSE 185 125 2007 2007-01-01 226 82 CN06-051 7.87338129496403 CN06-179 1 NA 52 52 NA 0 12 0.422764227642276
CN06-179 54 121 66 Male 2007 A JR 2006 R17 61 FALSE 165 85 2007 2007-01-01 256 112 CN06-051 7.87338129496403 CN06-179 1 NA 54 54 NA 0 12 0.446280991735537
CN06-179 49 124 66 Male 2007 A PW 2006 S17 55 FALSE 165 75 2007 2007-01-01 225 81 CN06-051 7.87338129496403 CN06-179 1 NA 49 49 NA 0 12 0.395161290322581
CN06-179 46 121 69 Male 2007 A JR 2006 T21 51 FALSE 205 65 2007 2007-01-01 197 53 CN06-051 7.87338129496403 CN06-179 1 NA 46 46 NA 0 12 0.380165289256198
CN06-179 47 123 62 Male 2007 A PW 2006 N21 48 FALSE 205 125 2007 2007-01-01 170 26 CN06-051 7.87338129496403 CN06-179 1 NA 47 47 NA 0 12 0.382113821138211
CN06-179 46 122 63 Male 2007 A PW 2006 R21 44 FALSE 205 85 2007 2007-01-01 163 19 CN06-051 7.87338129496403 CN06-179 1 NA 46 46 NA 0 12 0.377049180327869
CN06-179 26 NA NA Male 2006 J SR/PR 2006 P40 32 FALSE 395 105 2006 2006-01-01 250 106 CN06-051 7.87338129496403 CN06-179 0 26 NA NA NA 0 12 NA
CN06-179 24 NA 49 Male 2006 J SR 2006 P40 31 FALSE 395 105 2006 2006-01-01 249 105 CN06-051 7.87338129496403 CN06-179 0 24 NA NA NA 0 12 NA
CN06-179 52 126 66 Male 2007 A PW 2006 R21 62 FALSE 205 85 2007 2007-01-01 266 122 CN06-051 7.87338129496403 CN06-179 1 NA 52 52 NA 0 12 0.412698412698413
CN06-179 48 114 68 Male 2007 A JR 2006 S19 47 FALSE 185 75 2007 2007-01-01 169 25 CN06-051 7.87338129496403 CN06-179 1 NA 48 48 NA 0 12 0.421052631578947
CN06-180 36 116 54 Female 2007 A PW 2006 Q42 58 FALSE 415 95 2007 2007-01-01 251 107 CN06-094 1.31223021582734 CN06-180 1 NA 36 36 NA 0 2 0.310344827586207
CN06-180 39 115 54 Female 2007 A JR 2006 R42 63 FALSE 415 85 2007 2007-01-01 275 131 CN06-094 1.31223021582734 CN06-180 1 NA 39 39 NA 0 2 0.339130434782609
CN06-180 26 NA NA Female 2006 J UK/SR 2006 R41 42 FALSE 405 85 2006 2006-01-01 275 131 CN06-094 1.31223021582734 CN06-180 0 26 NA NA NA 0 2 NA
CN06-180 24 NA 48 Female 2006 J SR 2006 P42 31 FALSE 415 105 2006 2006-01-01 249 105 CN06-094 1.31223021582734 CN06-180 0 24 NA NA NA 0 2 NA
CN06-180 39 113 54 Female 2007 A PW 2006 Q41 53 FALSE 405 95 2007 2007-01-01 206 62 CN06-094 1.31223021582734 CN06-180 1 NA 39 39 NA 0 2 0.345132743362832
CN06-181 25 NA 46 Male 2006 J SR 2006 S45 31 FALSE 445 75 2006 2006-01-01 249 105 CN06-083 0 CN06-181 0 25 NA NA NA 0 0 NA
CN06-182 36 113 56 Female 2007 A JR 2006 K43 59 FALSE 425 155 2007 2007-01-01 252 108 CN06-081 3.93669064748201 CN06-182 1 NA 36 36 NA 0 6 0.31858407079646
CN06-182 34 108 49 Female 2007 A JR 2006 N45 63 FALSE 445 125 2007 2007-01-01 275 131 CN06-081 3.93669064748201 CN06-182 1 NA 34 34 NA 0 6 0.314814814814815
CN06-182 30 111 56 Female 2007 A PW 2006 M44 58 FALSE 435 135 2007 2007-01-01 251 107 CN06-081 3.93669064748201 CN06-182 1 NA 30 30 NA 0 6 0.27027027027027
CN06-182 35 111 57 Female 2007 A PW 2006 L44 54 FALSE 435 145 2007 2007-01-01 207 63 CN06-081 3.93669064748201 CN06-182 1 NA 35 35 NA 0 6 0.315315315315315
CN06-182 34 109 61 Female 2007 A JR 2006 K43 50 FALSE 425 155 2007 2007-01-01 194 50 CN06-081 3.93669064748201 CN06-182 1 NA 34 34 NA 0 6 0.311926605504587
CN06-182 30 115 51 Female 2007 A PW 2006 K44 45 FALSE 435 155 2007 2007-01-01 164 20 CN06-081 3.93669064748201 CN06-182 1 NA 30 30 NA 0 6 0.260869565217391
CN06-182 NA NA NA Female 2006 J UK/SR 2006 M43 42 FALSE 425 135 2006 2006-01-01 275 131 CN06-081 3.93669064748201 CN06-182 0 NA NA NA NA 0 6 NA
CN06-182 25 NA 51 Female 2006 J SR 2006 O44 31 FALSE 435 115 2006 2006-01-01 249 105 CN06-081 3.93669064748201 CN06-182 0 25 NA NA NA 0 6 NA
CN06-182 34 111 57 Female 2007 A PW 2006 M45 53 FALSE 445 135 2007 2007-01-01 206 62 CN06-081 3.93669064748201 CN06-182 1 NA 34 34 NA 0 6 0.306306306306306
CN06-183 NA NA NA Female 2006 J UK/SR 2006 M45 42 FALSE 445 135 2006 2006-01-01 275 131 CN06-081 0 CN06-183 0 NA NA NA NA 0 0 NA
CN06-183 29 NA NA Female 2006 J PW/KG 2006 K44 40 FALSE 435 155 2006 2006-01-01 271 127 CN06-081 0 CN06-183 0 29 NA NA NA 0 0 NA
CN06-183 26 NA 49 Female 2006 J SR 2006 M45 31 FALSE 445 135 2006 2006-01-01 249 105 CN06-081 0 CN06-183 0 26 NA NA NA 0 0 NA
CN06-184 38 115 62 Female 2007 A PW 2006 H41 45 FALSE 405 185 2007 2007-01-01 164 20 CN06-050 0.656115107913669 CN06-184 1 NA 38 38 NA 0 1 0.330434782608696
CN06-184 29 NA NA Female 2006 J UK/SR 2006 N39 42 FALSE 385 125 2006 2006-01-01 275 131 CN06-050 0.656115107913669 CN06-184 0 29 NA NA NA 0 1 NA
CN06-184 28 NA NA Female 2006 J PW/KG 2006 L40 40 FALSE 395 145 2006 2006-01-01 271 127 CN06-050 0.656115107913669 CN06-184 0 28 NA NA NA 0 1 NA
CN06-184 28 NA 54 Female 2006 J SR 2006 N41 31 FALSE 405 125 2006 2006-01-01 249 105 CN06-050 0.656115107913669 CN06-184 0 28 NA NA NA 0 1 NA
CN06-184 27 NA NA Female 2006 J SR/PR 2006 N41 32 FALSE 405 125 2006 2006-01-01 250 106 CN06-050 0.656115107913669 CN06-184 0 27 NA NA NA 0 1 NA
CN06-185 38 NA 51.5 Female 2006 A SR 2005 O41 31 FALSE 405 115 2006 2006-01-01 249 105 0 1.31223021582734 CN06-185 1 NA 38 38 NA 0 2 NA
CN06-185 38 NA NA Female 2006 A SR/PR 2005 P42 32 FALSE 415 105 2006 2006-01-01 250 106 0 1.31223021582734 CN06-185 1 NA 38 38 NA 0 2 NA
CN06-186 26 NA 49 Female 2006 J SR 2006 O42 31 FALSE 415 115 2006 2006-01-01 249 105 CN06-094 0 CN06-186 0 26 NA NA NA 0 0 NA
CN06-186 25 NA NA Female 2006 J SR/PR 2006 O42 32 FALSE 415 115 2006 2006-01-01 250 106 CN06-094 0 CN06-186 0 25 NA NA NA 0 0 NA
CN06-187 22 NA 42 Female 2006 J SR 2006 N40 31 FALSE 395 125 2006 2006-01-01 249 105 CN06-051 3.28057553956835 CN06-187 0 22 NA NA NA 0 5 NA
CN06-187 41 116 53 Female 2007 A PW 2006 P35 49 FALSE 345 105 2007 2007-01-01 193 49 CN06-051 3.28057553956835 CN06-187 1 NA 41 41 NA 0 5 0.353448275862069
CN06-187 37 114 54 Female 2007 A PW 2006 R38 53 FALSE 375 85 2007 2007-01-01 206 62 CN06-051 3.28057553956835 CN06-187 1 NA 37 37 NA 0 5 0.324561403508772
CN06-187 35 116 53 Female 2007 A PW 2006 P39 58 FALSE 385 105 2007 2007-01-01 251 107 CN06-051 3.28057553956835 CN06-187 1 NA 35 35 NA 0 5 0.301724137931034
CN06-187 34 119 53 Female 2007 A JR 2006 R38 63 FALSE 375 85 2007 2007-01-01 275 131 CN06-051 3.28057553956835 CN06-187 1 NA 34 34 NA 0 5 0.285714285714286
CN06-187 37 120 57 Female 2008 A MS 2006 R38 66 FALSE 375 85 2008 2008-01-01 170 26 CN06-051 3.28057553956835 CN06-187 2 NA 37 NA 37 0 5 0.308333333333333
CN06-187 45 116 56 Female 2008 A PW 2006 O39 71 FALSE 385 115 2008 2008-01-01 205 61 CN06-051 3.28057553956835 CN06-187 2 NA 45 NA 45 0 5 0.387931034482759
CN06-188 44 116 59 Female 2007 A PW 2006 M38 49 FALSE 375 135 2007 2007-01-01 193 49 CN06-185 0.656115107913669 CN06-188 1 NA 44 44 NA 0 1 0.379310344827586
CN06-188 41 112 61 Female 2007 A PW 2006 N40 53 FALSE 395 125 2007 2007-01-01 206 62 CN06-185 0.656115107913669 CN06-188 1 NA 41 41 NA 0 1 0.366071428571429
CN06-188 43 114 57 Female 2007 A PW 2006 P38 46 FALSE 375 105 2007 2007-01-01 165 21 CN06-185 0.656115107913669 CN06-188 1 NA 43 43 NA 0 1 0.37719298245614
CN06-188 30 NA NA Female 2006 J UK/SR 2006 O40 42 FALSE 395 115 2006 2006-01-01 275 131 CN06-185 0.656115107913669 CN06-188 0 30 NA NA NA 0 1 NA
CN06-188 27 NA 49 Female 2006 J SR 2006 O39 31 FALSE 385 115 2006 2006-01-01 249 105 CN06-185 0.656115107913669 CN06-188 0 27 NA NA NA 0 1 NA
CN06-189 26 NA 50 Male 2006 J SR 2006 R46 32 FALSE 455 85 2006 2006-01-01 250 106 CN06-084 0 CN06-189 0 26 NA NA NA 0 0 NA
CN06-190 28 NA 50 Female 2006 J SR 2006 Q44 32 FALSE 435 95 2006 2006-01-01 250 106 CN06-081 0 CN06-190 0 28 NA NA NA 0 0 NA
CN06-190 NA NA NA Female 2006 J UK/SR 2006 P44 42 FALSE 435 105 2006 2006-01-01 275 131 CN06-081 0 CN06-190 0 NA NA NA NA 0 0 NA
CN06-191 17 NA 33 Male 2006 J SR 2006 N45 32 FALSE 445 125 2006 2006-01-01 250 106 CN06-081 0 CN06-191 0 17 NA NA NA 0 0 NA
CN06-192 24 NA 44 Female 2006 J SR 2006 N40 32 FALSE 395 125 2006 2006-01-01 250 106 CN06-185 1.96834532374101 CN06-192 0 24 NA NA NA 0 3 NA
CN06-193 NA NA NA Male 2006 J SR 2006 M37 32 FALSE 365 135 2006 2006-01-01 250 106 CN06-053 0 CN06-193 0 NA NA NA NA 0 0 NA
CN06-194 37 NA 53 Male 2006 A SR 2005 R10 33 FALSE 95 85 2006 2006-01-01 254 110 CN06-007 0 CN06-194 1 NA 37 37 NA 0 0 NA
CN06-194 30 NA NA Male 2006 A SR/MW 2005 P8 34 FALSE 75 105 2006 2006-01-01 255 111 CN06-007 0 CN06-194 1 NA 30 30 NA 0 0 NA
CN06-195 22 NA 43 Male 2006 J SR 2006 Q9 33 FALSE 85 95 2006 2006-01-01 254 110 CN06-126 0 CN06-195 0 22 NA NA NA 0 0 NA
CN06-195 23 NA NA Male 2006 J SR/MW 2006 N8 34 FALSE 75 125 2006 2006-01-01 255 111 CN06-126 0 CN06-195 0 23 NA NA NA 0 0 NA
CN06-196 31 NA NA Male 2006 J PW/SR 2006 T10 36 FALSE 95 65 2006 2006-01-01 264 120 CN06-012 0 CN06-196 0 31 NA NA NA 0 0 NA
CN06-196 25 NA NA Male 2006 J SR/MW 2006 O8 34 FALSE 75 115 2006 2006-01-01 255 111 CN06-012 0 CN06-196 0 25 NA NA NA 0 0 NA
CN06-196 25 NA 40 Male 2006 J SR 2006 N8 33 FALSE 75 125 2006 2006-01-01 254 110 CN06-012 0 CN06-196 0 25 NA NA NA 0 0 NA
CN06-197 21 NA 40.5 Female 2006 J SR 2006 M4 33 FALSE 35 135 2006 2006-01-01 254 110 CN06-024 0 CN06-197 0 21 NA NA NA 0 0 NA
CN06-198 42 121 56 Female 2007 A JR 2006 L6 61 FALSE 55 145 2007 2007-01-01 256 112 CN06-011 1.31223021582734 CN06-198 1 NA 42 42 NA 0 2 0.347107438016529
CN06-198 27 NA 45 Female 2006 J SR 2006 O6 33 FALSE 55 115 2006 2006-01-01 254 110 CN06-011 1.31223021582734 CN06-198 0 27 NA NA NA 0 2 NA
CN06-198 40 111 51 Female 2007 A PW 2006 P5 44 FALSE 45 105 2007 2007-01-01 163 19 CN06-011 1.31223021582734 CN06-198 1 NA 40 40 NA 0 2 0.36036036036036
CN06-198 37 115 53 Female 2007 A PW 2006 N5 48 FALSE 45 125 2007 2007-01-01 170 26 CN06-011 1.31223021582734 CN06-198 1 NA 37 37 NA 0 2 0.321739130434783
CN06-198 42 117 54 Female 2007 A PW 2006 O7 52 FALSE 65 115 2007 2007-01-01 198 54 CN06-011 1.31223021582734 CN06-198 1 NA 42 42 NA 0 2 0.358974358974359
CN06-198 39 114 57 Female 2007 A JR 2006 N5 56 FALSE 45 125 2007 2007-01-01 226 82 CN06-011 1.31223021582734 CN06-198 1 NA 39 39 NA 0 2 0.342105263157895
CN06-200 27 NA NA Female 2006 J PW/SR 2006 T16 36 FALSE 155 65 2006 2006-01-01 264 120 CN06-088 0 CN06-200 0 27 NA NA NA 0 0 NA
CN06-200 25 NA 47 Female 2006 J SR 2006 R15 34 FALSE 145 85 2006 2006-01-01 255 111 CN06-088 0 CN06-200 0 25 NA NA NA 0 0 NA
CN06-200 33 111 56 Female 2007 A PW 2006 T15 43 FALSE 145 65 2007 2007-01-01 162 18 CN06-088 0 CN06-200 1 NA 33 33 NA 0 0 0.297297297297297
CN06-200 25 NA NA Female 2006 J PW/SR 2006 T14 35 FALSE 135 65 2006 2006-01-01 263 119 CN06-088 0 CN06-200 0 25 NA NA NA 0 0 NA
CN06-201 44 115 56 Male 2007 A JR 2006 S8 47 FALSE 75 75 2007 2007-01-01 169 25 CN06-088 0 CN06-201 1 NA 44 44 NA 0 0 0.382608695652174
CN06-201 44 119 57 Male 2007 A PW 2006 R8 52 FALSE 75 85 2007 2007-01-01 198 54 CN06-088 0 CN06-201 1 NA 44 44 NA 0 0 0.369747899159664
CN06-201 38 108 63 Male 2007 A JR 2006 S8 51 FALSE 75 75 2007 2007-01-01 197 53 CN06-088 0 CN06-201 1 NA 38 38 NA 0 0 0.351851851851852
CN06-201 40 117 58 Male 2007 A PW 2006 R11 48 FALSE 105 85 2007 2007-01-01 170 26 CN06-088 0 CN06-201 1 NA 40 40 NA 0 0 0.341880341880342
CN06-201 46 110 55 Male 2007 A PW 2006 R8 44 FALSE 75 85 2007 2007-01-01 163 19 CN06-088 0 CN06-201 1 NA 46 46 NA 0 0 0.418181818181818
CN06-201 40 117 57 Male 2007 A PW 2006 S10 43 FALSE 95 75 2007 2007-01-01 162 18 CN06-088 0 CN06-201 1 NA 40 40 NA 0 0 0.341880341880342
CN06-201 28 NA NA Male 2006 J PW/SR 2006 T14 36 FALSE 135 65 2006 2006-01-01 264 120 CN06-088 0 CN06-201 0 28 NA NA NA 0 0 NA
CN06-201 23 NA 45 Male 2006 J SR 2006 Q14 34 FALSE 135 95 2006 2006-01-01 255 111 CN06-088 0 CN06-201 0 23 NA NA NA 0 0 NA
CN06-201 26 NA 44 Male 2006 J SR 2006 S15 35 FALSE 145 75 2006 2006-01-01 263 119 CN06-088 0 CN06-201 0 26 NA NA NA 0 0 NA
CN06-203 29 NA 51.5 Male 2006 J SR 2006 U18 35 FALSE 175 55 2006 2006-01-01 263 119 CN06-150 0 CN06-203 0 29 NA NA NA 0 0 NA
CN06-203 28 NA NA Male 2006 J PW/SR 2006 U17 36 FALSE 165 55 2006 2006-01-01 264 120 CN06-150 0 CN06-203 0 28 NA NA NA 0 0 NA
CN06-205 43 NA 55 Female 2006 A PW 2005 U5 35 FALSE 45 55 2006 2006-01-01 263 119 0 1.31223021582734 CN06-205 1 NA 43 43 NA 0 2 NA
CN06-205 42 NA NA Female 2006 A PW/SR 2005 U5 36 FALSE 45 55 2006 2006-01-01 264 120 0 1.31223021582734 CN06-205 1 NA 42 42 NA 0 2 NA
CN06-206 29 NA 51 Male 2006 J PW 2006 U4 35 FALSE 35 55 2006 2006-01-01 263 119 CN06-014 0 CN06-206 0 29 NA NA NA 0 0 NA
CN06-206 31 NA NA Male 2006 J PW/SR 2006 S3 36 FALSE 25 75 2006 2006-01-01 264 120 CN06-014 0 CN06-206 0 31 NA NA NA 0 0 NA
CN06-207 30 NA 52 Male 2006 J PW 2006 S20 36 FALSE 195 75 2006 2006-01-01 264 120 CN06-150 3.93669064748201 CN06-207 0 30 NA NA NA 0 6 NA
CN06-208 23 NA 47 Male 2006 J SR 2006 P33 37 FALSE 325 105 2006 2006-01-01 268 124 CN06-108 0 CN06-208 0 23 NA NA NA 0 0 NA
CN06-208 26 NA NA Male 2006 J PW/SR 2006 P34 38 FALSE 335 105 2006 2006-01-01 269 125 CN06-108 0 CN06-208 0 26 NA NA NA 0 0 NA
CN06-208 23 NA 47 Male 2006 J SR 2006 K37 39 FALSE 365 155 2006 2006-01-01 270 126 CN06-108 0 CN06-208 0 23 NA NA NA 0 0 NA
CN06-208 25 NA NA Male 2006 J PW/KG 2006 K37 40 FALSE 365 155 2006 2006-01-01 271 127 CN06-108 0 CN06-208 0 25 NA NA NA 0 0 NA
CN06-208 27 NA 43 Male 2006 J SR 2006 N35 41 FALSE 345 125 2006 2006-01-01 274 130 CN06-108 0 CN06-208 0 27 NA NA NA 0 0 NA
CN06-208 26 NA NA Male 2006 J UK/SR 2006 N35 42 FALSE 345 125 2006 2006-01-01 275 131 CN06-108 0 CN06-208 0 26 NA NA NA 0 0 NA
CN06-209 25 NA 50 Male 2006 J SR 2006 S29 38 FALSE 285 75 2006 2006-01-01 269 125 CN06-034 0 CN06-209 0 25 NA NA NA 0 0 NA
CN06-210 24 NA 46 Male 2006 J SR 2006 Y24 38 FALSE 235 15 2006 2006-01-01 269 125 CN06-044 0 CN06-210 0 24 NA NA NA 0 0 NA
CN06-211 26 NA 49 Male 2006 J SR 2006 L41 39 FALSE 405 145 2006 2006-01-01 270 126 CN06-050 0 CN06-211 0 26 NA NA NA 0 0 NA
CN06-213 18 NA 38.5 Male 2006 J PW 2006 J35 40 FALSE 345 165 2006 2006-01-01 271 127 CN06-108 0 CN06-213 0 18 NA NA NA 0 0 NA
CN06-213 17 NA 38.5 Male 2006 J SR 2006 M35 41 FALSE 345 135 2006 2006-01-01 274 130 CN06-108 0 CN06-213 0 17 NA NA NA 0 0 NA
CN06-213 15 NA 39.5 Male 2006 J SR 2006 L34 39 FALSE 335 145 2006 2006-01-01 270 126 CN06-108 0 CN06-213 0 15 NA NA NA 0 0 NA
CN06-214 41 112 58 Female 2007 A PW 2006 R30 46 FALSE 295 85 2007 2007-01-01 165 21 CN06-053 1.31223021582734 CN06-214 1 NA 41 41 NA 0 2 0.366071428571429
CN06-214 28 NA 49 Female 2006 J SR 2006 L31 39 FALSE 305 145 2006 2006-01-01 270 126 CN06-053 1.31223021582734 CN06-214 0 28 NA NA NA 0 2 NA
CN06-214 28 NA NA Female 2006 J UK/SR 2006 M32 42 FALSE 315 135 2006 2006-01-01 275 131 CN06-053 1.31223021582734 CN06-214 0 28 NA NA NA 0 2 NA
CN06-214 32 105 61 Female 2007 A PW 2006 S28 43 FALSE 275 75 2007 2007-01-01 162 18 CN06-053 1.31223021582734 CN06-214 1 NA 32 32 NA 0 2 0.304761904761905
CN06-214 34 112 57 Female 2007 A PW 2006 O28 45 FALSE 275 115 2007 2007-01-01 164 20 CN06-053 1.31223021582734 CN06-214 1 NA 34 34 NA 0 2 0.303571428571429
CN06-214 37 110 58 Female 2007 A PW 2006 O31 46 FALSE 305 115 2007 2007-01-01 165 21 CN06-053 1.31223021582734 CN06-214 1 NA 37 37 NA 0 2 0.336363636363636
CN06-215 46 122 57 Male 2007 A PW 2006 O45 53 FALSE 445 115 2007 2007-01-01 206 62 CN06-050 3.28057553956835 CN06-215 1 NA 46 46 NA 0 5 0.377049180327869
CN06-215 43 122 55 Male 2007 A JR 2006 R41 63 FALSE 405 85 2007 2007-01-01 275 131 CN06-050 3.28057553956835 CN06-215 1 NA 43 43 NA 0 5 0.352459016393443
CN06-215 43 120 58 Male 2007 A PW 2006 P43 58 FALSE 425 105 2007 2007-01-01 251 107 CN06-050 3.28057553956835 CN06-215 1 NA 43 43 NA 0 5 0.358333333333333
CN06-215 52 124 57 Male 2007 A PW 2006 O45 46 FALSE 445 115 2007 2007-01-01 165 21 CN06-050 3.28057553956835 CN06-215 1 NA 52 52 NA 0 5 0.419354838709677
CN06-215 NA NA NA Male 2006 J SR 2006 M40 42 FALSE 395 135 2006 2006-01-01 275 131 CN06-050 3.28057553956835 CN06-215 0 NA NA NA NA 0 5 NA
CN06-215 24 NA 44 Male 2006 J PW 2006 L41 40 FALSE 405 145 2006 2006-01-01 271 127 CN06-050 3.28057553956835 CN06-215 0 24 NA NA NA 0 5 NA
CN06-215 48 121 58 Male 2007 A PW 2006 S45 49 FALSE 445 75 2007 2007-01-01 193 49 CN06-050 3.28057553956835 CN06-215 1 NA 48 48 NA 0 5 0.396694214876033
CN06-221 NA NA NA Male 2006 J SR 2006 N46 42 FALSE 455 125 2006 2006-01-01 275 131 CN06-081 0 CN06-221 0 NA NA NA NA 0 0 NA
CN06-222 40 114 56 Female 2007 A JR 2006 P44 63 FALSE 435 105 2007 2007-01-01 275 131 CN06-084 1.96834532374101 CN06-222 1 NA 40 40 NA 0 3 0.350877192982456
CN06-222 29 NA 49 Female 2006 J SR 2006 R44 42 FALSE 435 85 2006 2006-01-01 275 131 CN06-084 1.96834532374101 CN06-222 0 29 NA NA NA 0 3 NA
CN06-222 36 110 57 Female 2007 A PW 2006 Q46 46 FALSE 455 95 2007 2007-01-01 165 21 CN06-084 1.96834532374101 CN06-222 1 NA 36 36 NA 0 3 0.327272727272727
CN06-222 33 114 58 Female 2007 A PW 2006 P44 49 FALSE 435 105 2007 2007-01-01 193 49 CN06-084 1.96834532374101 CN06-222 1 NA 33 33 NA 0 3 0.289473684210526
CN06-222 38 113 62 Female 2007 A PW 2006 Q45 53 FALSE 445 95 2007 2007-01-01 206 62 CN06-084 1.96834532374101 CN06-222 1 NA 38 38 NA 0 3 0.336283185840708
CN07-001 48 121 55 Male 2007 A PW 2006 W29 62 FALSE 285 35 2007 2007-01-01 266 122 0 1.31223021582734 CN07-001 1 NA 48 48 NA 0 2 0.396694214876033
CN07-001 44 126 56 Male 2007 A JR 2006 V30 57 FALSE 295 45 2007 2007-01-01 250 106 0 1.31223021582734 CN07-001 1 NA 44 44 NA 0 2 0.349206349206349
CN07-001 39 113 59 Male 2007 A JR 2006 V28 51 FALSE 275 45 2007 2007-01-01 197 53 0 1.31223021582734 CN07-001 1 NA 39 39 NA 0 2 0.345132743362832
CN07-001 41 114 58 Male 2007 A PW 2006 V30 49 FALSE 295 45 2007 2007-01-01 193 49 0 1.31223021582734 CN07-001 1 NA 41 41 NA 0 2 0.359649122807018
CN07-001 42 120 56 Male 2007 A JR 2006 V27 47 FALSE 265 45 2007 2007-01-01 169 25 0 1.31223021582734 CN07-001 1 NA 42 42 NA 0 2 0.35
CN07-001 48 110 53 Male 2007 A PW 2006 X27 43 FALSE 265 25 2007 2007-01-01 162 18 0 1.31223021582734 CN07-001 1 NA 48 48 NA 0 2 0.436363636363636
CN07-001 42 114 55 Male 2007 A PW 2006 V30 46 FALSE 295 45 2007 2007-01-01 165 21 0 1.31223021582734 CN07-001 1 NA 42 42 NA 0 2 0.368421052631579
CN07-002 40 113 58 Male 2007 A JR 2006 J33 50 FALSE 325 165 2007 2007-01-01 194 50 CN06-F5 3.28057553956835 CN07-002 1 NA 40 40 NA 0 5 0.353982300884956
CN07-002 43 118 56 Male 2007 A PW 2006 T29 53 FALSE 285 65 2007 2007-01-01 206 62 CN06-F5 3.28057553956835 CN07-002 1 NA 43 43 NA 0 5 0.364406779661017
CN07-002 39 118 56 Male 2007 A PW 2006 K31 54 FALSE 305 155 2007 2007-01-01 207 63 CN06-F5 3.28057553956835 CN07-002 1 NA 39 39 NA 0 5 0.330508474576271
CN07-002 44 116 57 Male 2007 A JR 2006 X27 47 FALSE 265 25 2007 2007-01-01 169 25 CN06-F5 3.28057553956835 CN07-002 1 NA 44 44 NA 0 5 0.379310344827586
CN07-002 46 117 54 Male 2007 A PW 2006 N32 46 FALSE 315 125 2007 2007-01-01 165 21 CN06-F5 3.28057553956835 CN07-002 1 NA 46 46 NA 0 5 0.393162393162393
CN07-002 44 113 58 Male 2007 A PW 2006 V28 43 FALSE 275 45 2007 2007-01-01 162 18 CN06-F5 3.28057553956835 CN07-002 1 NA 44 44 NA 0 5 0.389380530973451
CN07-002 49 120 55 Male 2007 A PW 2006 R29 49 FALSE 285 85 2007 2007-01-01 193 49 CN06-F5 3.28057553956835 CN07-002 1 NA 49 49 NA 0 5 0.408333333333333
CN07-004 47 112 60 Female 2008 A MS 2006 R8 70 FALSE 75 85 2008 2008-01-01 204 60 CN06-205 4.59280575539568 CN07-004 2 NA 47 NA 47 0 7 0.419642857142857
CN07-004 44 116 55 Female 2008 A PW 2006 R8 83 FALSE 75 85 2008 2008-01-01 261 117 CN06-205 4.59280575539568 CN07-004 2 NA 44 NA 44 0 7 0.379310344827586
CN07-004 NA NA NA Female 2008 A PW 2006 U10 82 FALSE 95 55 2008 2008-01-01 260 116 CN06-205 4.59280575539568 CN07-004 2 NA NA NA NA 0 7 NA
CN07-004 43 117 61 Female 2008 A PW 2006 V9 82 FALSE 85 45 2008 2008-01-01 260 116 CN06-205 4.59280575539568 CN07-004 2 NA 43 NA 43 0 7 0.367521367521368
CN07-004 39 112 50 Female 2008 A GC 2006 Q8 78 FALSE 75 95 2008 2008-01-01 239 95 CN06-205 4.59280575539568 CN07-004 2 NA 39 NA 39 0 7 0.348214285714286
CN07-004 NA NA NA Female 2008 A GC 2006 V8 77 FALSE 75 45 2008 2008-01-01 238 94 CN06-205 4.59280575539568 CN07-004 2 NA NA NA NA 0 7 NA
CN07-004 42 116 58 Female 2008 A GC 2006 T6 77 FALSE 55 65 2008 2008-01-01 238 94 CN06-205 4.59280575539568 CN07-004 2 NA 42 NA 42 0 7 0.362068965517241
CN07-004 39 114 59 Female 2008 A PW 2006 R7 74 FALSE 65 85 2008 2008-01-01 211 67 CN06-205 4.59280575539568 CN07-004 2 NA 39 NA 39 0 7 0.342105263157895
