repeats,individual,distance,year,RunAway
3,83,4.9022097713993,2014,1
4,83,6.39037082127154,2014,0
5,83,3.20748040735546,2015,1
6,83,3.84980664751119,2015,1
7,83,4.22456031207416,2016,1
8,83,2.29819556646139,2016,1
9,83,2.64880377044346,2017,0
10,83,1.2728789633548,2017,1
1,84,2.26342176772813,2013,1
2,84,3.62240978288611,2013,1
3,84,2.70928401075913,2014,0
4,84,2.78578846581692,2014,1
5,84,2.88744044849748,2015,1
6,84,1.1363330175044,2015,1
7,84,3.83762993423167,2016,1
8,84,1.55650711106458,2016,0
9,84,2.79142983758435,2017,1
10,84,2.56143653794117,2017,1
1,85,2.7814061831438,2013,1
2,85,4.45996594473579,2013,1
3,85,2.41794008208463,2014,1
4,85,2.2169024042881,2014,1
5,85,1.48034600505615,2015,1
6,85,2.19430191838875,2015,1
7,85,1.83381529263226,2016,1
8,85,3.4079461962483,2016,0
9,85,2.13699575399212,2017,1
10,85,3.30404203502814,2017,0
1,86,2.85357251215208,2013,1
2,86,1.5664378200892,2013,1
3,86,2.2093922142773,2014,0
4,86,3.88511245505768,2014,1
5,86,3.90307608595457,2015,0
6,86,5.00557327430063,2015,1
7,86,2.99641969160022,2016,1
8,86,1.50417318601786,2016,1
9,86,2.23158297298484,2017,1
10,86,3.40848850484015,2017,0
1,87,4.90013633489472,2013,1
2,87,3.11000912343972,2013,1
3,87,4.14038682512847,2014,1
4,87,3.76808130469226,2014,1
5,87,1.83190837788267,2015,1
6,87,2.82888734773514,2015,1
7,87,4.30526153634768,2016,1
8,87,3.87609610959591,2016,1
9,87,3.4637961415678,2017,1
10,87,3.47711424537688,2017,1
1,88,2.5085946997906,2013,1
2,88,1.6806146866558,2013,1
3,88,4.29542579083131,2014,1
4,88,1.57978050833307,2014,1
5,88,2.06110408029417,2015,1
6,88,3.62896499251984,2015,1
7,88,1.7378054506104,2016,1
8,88,2.44812958672721,2016,1
9,88,1.81720049321752,2017,1
10,88,3.62066355772895,2017,0
1,89,3.4463130166381,2013,1
2,89,3.42188469327369,2013,1
3,89,3.44246477214564,2014,0
4,89,3.55724574637894,2014,1
5,89,3.63935649197052,2015,1
6,89,1.03133844332578,2015,1
7,89,2.85118363864013,2016,1
8,89,3.1124638125519,2016,1
9,89,3.72467620264776,2017,0
10,89,1.81251392399472,2017,1
1,90,2.50039981018409,2013,1
2,90,1.92635700924884,2013,1
3,90,4.05724021270968,2014,1
4,90,4.27907258320933,2014,1
5,90,3.78767672535923,2015,0
6,90,1.77759661742301,2015,0
7,90,3.45195211673665,2016,1
8,90,4.15044918638092,2016,0
9,90,3.16794098073646,2017,0
10,90,2.43389066710403,2017,1
1,91,1.91388175938865,2013,1
2,91,2.33469720443984,2013,0
3,91,3.71484835594934,2014,1
4,91,2.56833889961807,2014,1
5,91,3.22761493994009,2015,1
6,91,4.2949457956703,2015,0
7,91,3.57833494046946,2016,1
8,91,4.36467278147354,2016,0
9,91,1.29842019733959,2017,0
10,91,2.71932372028621,2017,1
1,92,3.06506801949219,2013,1
2,92,3.57858929160851,2013,1
3,92,1.83079337847103,2014,1
4,92,3.80618485544729,2014,1
5,92,3.30739007616233,2015,1
6,92,3.26380601360472,2015,1
7,92,3.50848479160505,2016,1
8,92,2.88364156012301,2016,1
9,92,3.92554609849911,2017,1
10,92,3.64822977373149,2017,1
1,93,2.8497906258323,2013,0
2,93,4.0403770193407,2013,1
3,93,3.29255868494618,2014,1
4,93,3.66875139943946,2014,1
5,93,2.40582235837578,2015,0
6,93,4.58043183698592,2015,0
7,93,2.99601105565002,2016,1
8,93,3.84784276889348,2016,0
9,93,2.89988347410731,2017,1
10,93,2.7203700930194,2017,1
1,94,3.78443824528001,2013,1
2,94,1.41538335540883,2013,0
3,94,3.47836614779403,2014,0
4,94,3.39356637299481,2014,0
5,94,0.304670630875484,2015,1
6,94,3.36837732853326,2015,1
7,94,0.831582252652995,2016,1
8,94,3.65980437689272,2016,1
9,94,2.54608626661881,2017,1
10,94,2.30506317476511,2017,1
1,95,2.99315369682733,2013,1
2,95,4.37305204498399,2013,1
3,95,2.36467692278211,2014,1
4,95,3.55810329394878,2014,1
5,95,3.34115786842188,2015,1
6,95,1.82048137085844,2015,1
7,95,1.25897798266603,2016,1
8,95,1.00741422876086,2016,1
9,95,3.55127421146789,2017,1
10,95,2.9652579384687,2017,1
1,96,4.85057170361062,2013,0
2,96,3.57367510826304,2013,1
3,96,3.84969589108261,2014,1
4,96,4.33438358533495,2014,0
5,96,2.49928090203503,2015,1
6,96,3.51009792822849,2015,1
7,96,3.86879327024415,2016,1
8,96,4.36935168800303,2016,1
9,96,3.76265114632637,2017,1
10,96,3.42114717303733,2017,1
1,97,2.13177595272878,2013,1
2,97,3.72956036095769,2013,1
3,97,3.50026587241829,2014,0
4,97,3.63425025370691,2014,1
5,97,3.42364504557226,2015,0
6,97,2.79816195529,2015,1
7,97,2.92313410156599,2016,1
8,97,3.68736411328152,2016,1
9,97,3.17163150692454,2017,1
10,97,2.16989142567301,2017,1
1,98,2.70984088019433,2013,0
2,98,1.68087427582349,2013,1
3,98,2.03296809733109,2014,1
4,98,2.85538892986448,2014,0
5,98,1.20186744362507,2015,1
6,98,1.31145752540842,2015,1
7,98,4.10256519943608,2016,1
8,98,2.42338107578856,2016,1
9,98,1.14830827044851,2017,1
10,98,2.88713676057103,2017,0
1,99,4.32106926722151,2013,1
2,99,3.66225429693464,2013,1
3,99,3.44138319835364,2014,1
4,99,4.18374591227984,2014,1
5,99,2.22849855889911,2015,1
6,99,3.72968919135204,2015,0
7,99,2.41291438422114,2016,0
8,99,3.00076418636251,2016,1
9,99,5.21446531934013,2017,1
10,99,3.96943439570926,2017,0
1,100,3.76800771371721,2013,1
2,100,1.89167208818184,2013,1
3,100,2.21376408000529,2014,1
4,100,5.2841164802616,2014,1
5,100,1.90669923602669,2015,1
6,100,3.21447937528507,2015,1
7,100,3.89257105963707,2016,1
8,100,4.01875797234226,2016,0
9,100,4.08911201091924,2017,0
10,100,2.83687101011479,2017,0
1,101,2.17901330288,2013,1
2,101,2.69274276701136,2013,1
3,101,2.09790199146054,2014,1
4,101,3.62706874311498,2014,1
5,101,4.12035502842611,2015,1
6,101,5.12721355249353,2015,1
7,101,3.36611438293172,2016,1
8,101,2.12521862280631,2016,0
9,101,4.02447486299323,2017,1
10,101,3.90475889369531,2017,1
1,102,2.76175130409717,2013,1
2,102,1.44214509612769,2013,0
3,102,3.76130989539391,2014,1
4,102,4.12914439564163,2014,1
5,102,2.70489216929407,2015,1
6,102,3.53624281835803,2015,1
7,102,2.72410952524949,2016,1
8,102,3.68231524513751,2016,1
9,102,2.88270928528515,2017,1
10,102,2.65532413607994,2017,1
1,103,3.11162049819721,2013,1
2,103,2.7165946850177,2013,1
3,103,2.40898283554572,2014,1
4,103,2.6840630687576,2014,1
5,103,2.99184784767446,2015,0
6,103,3.20749514071847,2015,1
7,103,4.53242362162584,2016,0
8,103,1.64200216904652,2016,1
9,103,2.80038094944706,2017,0
10,103,3.63152312778083,2017,1
1,104,4.76202090344287,2013,0
2,104,3.42601436261549,2013,0
3,104,2.9862465835246,2014,0
4,104,2.69244309040364,2014,0
5,104,3.41430816410829,2015,1
6,104,3.98905792019639,2015,1
7,104,2.81614168945395,2016,1
8,104,3.16376140684656,2016,1
9,104,3.21693634414438,2017,1
10,104,3.72927763420966,2017,0
1,105,4.11138040702469,2013,1
2,105,3.27916081693963,2013,1
3,105,2.92382932845282,2014,1
4,105,4.39466313220858,2014,0
5,105,3.16453411760558,2015,1
6,105,4.57785197879348,2015,1
7,105,2.93807734238045,2016,0
8,105,3.61392296419369,2016,1
9,105,1.45391140575476,2017,1
10,105,2.88760803866259,2017,0
1,106,2.97820546003911,2013,1
2,106,2.24165458258345,2013,1
3,106,1.9641071155777,2014,1
4,106,3.94815930255181,2014,1
5,106,3.91415873392772,2015,1
6,106,1.70126800515354,2015,1
7,106,3.42437879493434,2016,1
8,106,1.88745468004491,2016,0
9,106,1.94892677381844,2017,0
10,106,3.52541244826636,2017,1
1,107,2.31397599990695,2013,0
2,107,3.99347998212221,2013,0
3,107,3.03852359907535,2014,1
4,107,3.53614897578572,2014,0
5,107,2.47637330211384,2015,0
6,107,1.84877866505641,2015,1
7,107,3.91475224100276,2016,1
8,107,3.23807149156271,2016,1
9,107,2.76093224054529,2017,1
10,107,3.06923532654574,2017,1
1,108,4.32590834259925,2013,0
2,108,2.30183336537993,2013,1
3,108,2.25059155553682,2014,0
4,108,2.38038494729265,2014,1
5,108,1.41500873179013,2015,0
6,108,3.81962813750374,2015,1
7,108,3.19236964674425,2016,1
8,108,3.20717197421793,2016,1
9,108,2.95665264565231,2017,1
10,108,2.48983955857589,2017,1
1,109,2.17658138622378,2013,0
2,109,3.85185640329267,2013,0
3,109,1.57381532707985,2014,1
4,109,3.44029894196541,2014,1
5,109,2.20738834924232,2015,1
6,109,3.28231021454547,2015,1
7,109,2.25930947780985,2016,1
8,109,2.47665831731597,2016,1
9,109,4.76936591702701,2017,1
10,109,3.66828261893351,2017,1
1,110,0.85510297572434,2013,1
2,110,3.12641241610032,2013,1
3,110,2.54818706374278,2014,1
4,110,1.86337381222233,2014,1
5,110,3.20978589043119,2015,1
6,110,3.12996551601936,2015,1
7,110,2.67149342743192,2016,0
8,110,4.97270356733745,2016,1
9,110,0.751309933183443,2017,1
10,110,3.83821938727849,2017,1
1,111,2.71097672953743,2013,1
2,111,3.65651341057938,2013,0
3,111,2.54600229936132,2014,1
4,111,2.4061354375549,2014,1
5,111,1.28962033360537,2015,1
6,111,2.79055157172726,2015,0
7,111,5.47874580135709,2016,1
8,111,3.98970220812937,2016,0
9,111,4.67557215582683,2017,1
10,111,3.91496531831404,2017,0
1,112,4.14426270796186,2013,1
2,112,3.90287641449911,2013,0
3,112,3.4753924317651,2014,1
4,112,2.41747122600299,2014,1
5,112,2.46706526267652,2015,1
6,112,1.39916000362471,2015,1
7,112,2.99418228612001,2016,1
8,112,3.89935567585671,2016,1
9,112,4.03192255652607,2017,1
10,112,3.09513270445542,2017,1
1,113,2.45237238277809,2013,0
2,113,6.29051744331853,2013,0
3,113,3.73668553125042,2014,0
4,113,4.42057530487914,2014,1
5,113,2.66231935933268,2015,0
6,113,2.96204237294541,2015,0
7,113,3.44860709770673,2016,1
8,113,4.67652231194829,2016,1
9,113,2.68852545454387,2017,1
10,113,3.85361566678307,2017,0
1,114,0.905185365679771,2013,1
2,114,2.49274556591837,2013,1
3,114,1.70799092323669,2014,0
4,114,4.1133627173571,2014,1
5,114,2.83554691171974,2015,0
6,114,2.60962591799326,2015,1
7,114,4.36909984619857,2016,1
8,114,4.11627285824003,2016,1
9,114,2.1019787965325,2017,1
10,114,3.42786648760965,2017,1
1,115,1.77155543148775,2013,1
2,115,2.52438497578882,2013,1
3,115,4.61657763714695,2014,1
4,115,4.45012795133044,2014,1
5,115,4.10901875546684,2015,0
6,115,2.42909611366968,2015,1
7,115,1.11856852972445,2016,1
8,115,1.82430181597584,2016,1
9,115,3.95255652462752,2017,1
10,115,2.70943211383491,2017,1
1,116,0.83739185443202,2013,1
2,116,2.81981251228354,2013,1
3,116,4.41023922112458,2014,1
4,116,3.64346864051953,2014,1
5,116,2.17874145647058,2015,1
6,116,1.45408334793498,2015,1
7,116,2.17345277436321,2016,1
8,116,3.03452767132152,2016,1
9,116,3.88807370091206,2017,1
10,116,1.06005984520974,2017,1
1,117,4.02320175527412,2013,1
2,117,3.00545772658802,2013,1
3,117,3.56977896960583,2014,1
4,117,1.34674443676513,2014,1
5,117,2.33334561987782,2015,1
6,117,2.55176581073448,2015,0
7,117,4.04389134830903,2016,1
8,117,4.02817404739542,2016,1
9,117,3.43509045924834,2017,0
10,117,4.60421218162388,2017,1
1,118,2.48458880025463,2013,1
2,118,4.01253719377392,2013,1
3,118,2.96405997020928,2014,1
4,118,2.33265790382359,2014,1
5,118,3.92338003833084,2015,1
6,118,4.3811003308495,2015,1
7,118,3.87825041618485,2016,0
8,118,2.49059654457774,2016,1
9,118,2.5302123658449,2017,1
10,118,4.377675846806,2017,0
1,119,3.35282640641775,2013,1
2,119,3.82957397932112,2013,0
3,119,2.66129801633569,2014,0
4,119,4.26103493646465,2014,0
5,119,2.19124485503781,2015,0
6,119,3.62535152086663,2015,0
7,119,2.18282503443189,2016,1
8,119,0.537424983414232,2016,0
9,119,1.65704248932033,2017,1
10,119,3.13629519921016,2017,1
1,120,3.88292274962583,2013,1
2,120,1.24869791690518,2013,0
3,120,1.74857553108047,2014,1
4,120,4.76454599657549,2014,1
5,120,2.56610065017674,2015,1
6,120,3.5057001319306,2015,1
7,120,2.47306467862268,2016,0
8,120,2.7014171148485,2016,1
9,120,3.08724420660524,2017,1
10,120,3.01096184279901,2017,1
1,121,2.80743978895794,2013,1
2,121,2.53020351485626,2013,1
3,121,-0.0478608897987236,2014,1
4,121,4.8686555003337,2014,0
5,121,4.79042420824304,2015,0
6,121,1.89891825828077,2015,1
7,121,2.83189247789003,2016,1
8,121,4.37527530471249,2016,1
9,121,3.9982900230522,2017,1
10,121,4.27660161874577,2017,1
1,122,1.9282530818402,2013,0
2,122,5.57726809619797,2013,1
3,122,1.86654004022967,2014,0
4,122,3.75391634188329,2014,1
5,122,3.14127598044569,2015,1
6,122,2.59628968203797,2015,0
7,122,2.62058420181898,2016,1
8,122,2.008603187469,2016,1
9,122,4.62265979575681,2017,0
10,122,3.08951322776275,2017,1
1,123,3.25921794921438,2013,1
2,123,3.20963283306103,2013,1
3,123,2.62482924693913,2014,1
4,123,1.86597875524495,2014,0
5,123,3.25372630968396,2015,0
6,123,0.906360550041073,2015,1
7,123,1.58143305716439,2016,1
8,123,1.92360330506162,2016,1
9,123,1.92132113732765,2017,0
10,123,3.10718881656708,2017,1
1,124,4.59848754832474,2013,1
2,124,1.48467585593503,2013,0
3,124,3.43367602059661,2014,1
4,124,3.89954475332104,2014,1
5,124,2.01046779771112,2015,1
6,124,2.94720059847752,2015,0
7,124,3.82361090262206,2016,0
8,124,2.74449089745261,2016,0
9,124,2.77931565274879,2017,1
10,124,3.30772679121062,2017,1
1,125,2.93998674666673,2013,1
2,125,2.44434711006078,2013,1
3,125,2.86138498053911,2014,1
4,125,4.88283979238647,2014,1
5,125,3.87366867960603,2015,1
6,125,2.08540292717238,2015,1
7,125,1.75508237766868,2016,1
8,125,2.64001775931739,2016,1
9,125,4.32877470094798,2017,1
10,125,3.29267911841695,2017,1
1,126,2.29849476315934,2013,0
2,126,3.88223456781802,2013,1
3,126,2.86662961127711,2014,1
4,126,1.87932150070858,2014,0
5,126,3.46119245421179,2015,1
6,126,4.52414281017881,2015,0
7,126,3.43446829813283,2016,1
8,126,3.19200037113893,2016,1
9,126,2.34375687158294,2017,0
10,126,3.56839853086953,2017,0
1,127,1.92942946510961,2013,1
2,127,1.34685097551911,2013,0
3,127,2.95664723150625,2014,1
4,127,2.96540649420096,2014,1
5,127,5.36505553200281,2015,0
6,127,1.7836526921081,2015,0
7,127,3.17090632334904,2016,1
8,127,3.80505309362219,2016,1
9,127,4.05059284411588,2017,1
10,127,2.98927551534068,2017,0
1,128,2.25674385857075,2013,1
2,128,2.93421594813001,2013,1
3,128,4.93975599193716,2014,0
4,128,3.48273900817583,2014,1
5,128,0.955522927441926,2015,1
6,128,4.42345912865025,2015,1
7,128,3.54050266091508,2016,0
8,128,2.96642822816248,2016,1
9,128,2.9821363788899,2017,1
10,128,2.8502102802066,2017,1
1,129,3.25655948095525,2013,0
2,129,2.49613306696298,2013,1
3,129,3.27701125166001,2014,1
4,129,2.06864397517926,2014,1
5,129,3.20014687527476,2015,1
6,129,4.10683742066645,2015,0
7,129,3.5092061136538,2016,1
8,129,4.03374967645111,2016,1
9,129,1.90913123819738,2017,0
10,129,3.0547927844726,2017,1
1,130,3.61725030272206,2013,1
2,130,1.93199513226672,2013,1
3,130,4.56581433705846,2014,1
4,130,1.96519198901474,2014,1
5,130,3.16451870850584,2015,1
6,130,3.15183233035508,2015,1
7,130,3.12167030196685,2016,1
8,130,2.78957541635653,2016,1
9,130,3.4499367871462,2017,1
10,130,1.96883550810254,2017,1
1,131,1.71063581177678,2013,1
2,131,2.34543136188675,2013,1
3,131,2.94267589615222,2014,1
4,131,4.25674782035705,2014,1
5,131,4.58745413986454,2015,1
6,131,3.31948146254475,2015,1
7,131,3.38159162269315,2016,1
8,131,2.75635511636056,2016,1
9,131,3.04805308405303,2017,1
10,131,1.59545413889821,2017,1
1,132,3.28993372889576,2013,1
2,132,2.46444641770626,2013,1
3,132,3.33467877310055,2014,0
4,132,2.6540186608455,2014,1
5,132,2.33838426516355,2015,1
6,132,2.78088862319795,2015,1
7,132,2.63309508936629,2016,1
8,132,4.09457820784237,2016,1
9,132,3.20920808243713,2017,1
10,132,3.43249142615322,2017,1
1,133,1.75914641419922,2013,0
2,133,4.49682170962802,2013,1
3,133,3.15937044116076,2014,1
4,133,2.14371859659675,2014,0
5,133,3.30904664544682,2015,0
6,133,3.87043402984488,2015,1
7,133,1.61632286169844,2016,1
8,133,4.69010697003056,2016,0
9,133,2.84196929482164,2017,1
10,133,4.12117078064864,2017,0
1,134,3.07226131908891,2013,1
2,134,2.66757715543328,2013,1
3,134,1.16507995337314,2014,0
4,134,1.89982778141281,2014,1
5,134,2.95865970008257,2015,1
6,134,3.82785254511714,2015,1
7,134,1.11832134584543,2016,0
8,134,4.37544111232424,2016,1
9,134,4.39899046430298,2017,0
10,134,1.85668374408906,2017,1
1,135,3.47230056219311,2013,0
2,135,1.96636078664579,2013,0
3,135,2.87480002131172,2014,0
4,135,3.92866273884668,2014,0
5,135,3.86833964769877,2015,1
6,135,2.15082539636652,2015,1
7,135,2.61336354552443,2016,1
8,135,2.02383642900283,2016,0
9,135,3.33954365990491,2017,1
10,135,1.44092483556623,2017,1
1,136,0.370674558448639,2013,1
2,136,4.46981228187286,2013,0
3,136,5.27347291299472,2014,1
4,136,2.54496645976117,2014,0
5,136,3.76110248709489,2015,0
6,136,2.99249721629028,2015,0
7,136,4.47431379971599,2016,1
8,136,3.55414393256938,2016,1
9,136,3.20366396511615,2017,1
10,136,1.20086354823413,2017,1
1,137,4.08295568079775,2013,1
2,137,2.64914638495314,2013,0
3,137,1.59650991528497,2014,1
4,137,2.79820333508667,2014,0
5,137,2.8732218402077,2015,0
6,137,4.05920687266615,2015,1
7,137,1.832603967736,2016,1
8,137,2.44235637268156,2016,1
9,137,4.48811992838316,2017,0
10,137,4.35866576877003,2017,1
1,138,4.16321454390236,2013,1
2,138,4.66152394534788,2013,1
3,138,3.2040309798299,2014,1
4,138,2.41811631313023,2014,1
5,138,3.55520406186342,2015,1
6,138,4.05872312582593,2015,1
7,138,5.41363327147105,2016,1
8,138,1.03501766728881,2016,1
9,138,3.27323570306682,2017,1
10,138,3.65479458286965,2017,0
1,139,2.94540134463962,2013,1
2,139,1.44217775151489,2013,1
3,139,3.74150089208624,2014,1
4,139,2.22091425873608,2014,1
5,139,3.50586149883051,2015,1
6,139,3.90755170601785,2015,1
7,139,4.28395701047459,2016,0
8,139,1.44213620261443,2016,1
9,139,4.08174184817912,2017,1
10,139,2.24301864305398,2017,1
1,140,1.71098052615104,2013,1
2,140,4.31432066591943,2013,1
3,140,4.14625997326498,2014,0
4,140,2.757416732295,2014,0
5,140,3.75954070623835,2015,1
6,140,2.13967425857694,2015,1
7,140,2.84896842094796,2016,0
8,140,2.90627676623913,2016,1
9,140,2.719259945496,2017,0
10,140,3.73409873649724,2017,1
1,141,4.53732753549595,2013,0
2,141,2.5442289372211,2013,1
3,141,2.96734154764427,2014,1
4,141,4.6367573491655,2014,1
5,141,2.67095802947346,2015,1
6,141,0.395961829392896,2015,1
7,141,3.51398378644793,2016,1
8,141,2.11353198888874,2016,1
9,141,2.00146159399607,2017,0
10,141,4.42081681358485,2017,1
1,142,5.44799800701523,2013,1
2,142,1.96021745859646,2013,1
3,142,4.03102518166676,2014,1
4,142,2.90585216163037,2014,1
5,142,3.14180745922045,2015,1
6,142,4.2222367014564,2015,0
7,142,3.21367451844107,2016,1
8,142,2.14863464613924,2016,1
9,142,2.52959112525714,2017,1
10,142,3.68613525529887,2017,1
1,143,0.664052668140099,2013,0
2,143,4.09524438184847,2013,1
3,143,1.43284990116776,2014,0
4,143,3.02193106281838,2014,1
5,143,2.80964102240804,2015,1
6,143,4.29306948602435,2015,0
7,143,3.18884931505663,2016,1
8,143,3.10193913490521,2016,1
9,143,3.6981358088586,2017,1
10,143,2.17298544380957,2017,1
1,144,2.80410114393362,2013,0
2,144,4.17758441380777,2013,0
3,144,3.68347362097985,2014,0
4,144,1.72450329324747,2014,1
5,144,3.63795636741088,2015,1
6,144,1.62241037539628,2015,1
7,144,2.40168919628033,2016,1
8,144,4.21092038385701,2016,0
9,144,0.748954824554148,2017,1
10,144,1.22098580911917,2017,1
1,145,4.30137267282642,2013,0
2,145,2.18520721594735,2013,0
3,145,4.24370701857891,2014,0
4,145,2.83174979924389,2014,1
5,145,3.42777567836292,2015,0
6,145,3.81327888962924,2015,0
7,145,2.34878813063996,2016,1
8,145,2.69540907685339,2016,0
9,145,2.58490283035436,2017,0
10,145,5.81608427602238,2017,0
1,146,3.12614706909758,2013,1
2,146,3.47280042311109,2013,1
3,146,2.65924645905905,2014,1
4,146,2.75820935734539,2014,1
5,146,4.37875466885731,2015,1
6,146,2.66111633046261,2015,1
7,146,3.02013630276076,2016,0
8,146,3.37696216414107,2016,0
9,146,2.56827625496212,2017,1
10,146,4.95906415617703,2017,1
1,147,1.57154038777883,2013,1
2,147,5.01129297984563,2013,1
3,147,2.64840811112082,2014,1
4,147,4.35711964684949,2014,1
5,147,1.00082258899253,2015,1
6,147,3.95608062142845,2015,0
7,147,3.87643126497687,2016,1
8,147,1.72878302843991,2016,0
9,147,2.23167612151037,2017,0
10,147,3.19352484547022,2017,1
1,148,4.14383542879701,2013,1
2,148,2.23400069597133,2013,1
3,148,2.7758740009467,2014,1
4,148,4.57134693497734,2014,1
5,148,1.87265275914851,2015,1
6,148,3.94779398071686,2015,0
7,148,3.4487681892349,2016,1
8,148,1.89418547144367,2016,1
9,148,2.33213215782622,2017,1
10,148,3.7832775103022,2017,1
1,149,3.24895943271213,2013,1
2,149,4.42509827746748,2013,0
3,149,2.39821603790841,2014,1
4,149,1.28551230362052,2014,1
5,149,4.04782692647826,2015,1
6,149,2.39137838156587,2015,1
7,149,3.12034052682256,2016,1
8,149,4.7190418138518,2016,1
9,149,2.7495859476888,2017,1
10,149,4.54955532739698,2017,1
1,150,1.90286035006755,2013,1
2,150,3.92551123611624,2013,0
3,150,3.246799211871,2014,1
4,150,2.26322846064855,2014,0
5,150,1.71999106111035,2015,1
6,150,3.07664366359451,2015,1
7,150,3.25516476245408,2016,0
8,150,3.27744681703468,2016,1
9,150,3.53685602223155,2017,1
10,150,2.53951443402329,2017,1
1,151,2.48839627781042,2013,1
2,151,3.23693787912763,2013,0
3,151,2.4584108283783,2014,0
4,151,4.21922764704307,2014,1
5,151,3.17413587510615,2015,0
6,151,2.38473168390352,2015,1
7,151,1.19310703591467,2016,1
8,151,2.35631889410396,2016,1
9,151,5.04601885213282,2017,1
10,151,2.43923757886894,2017,1
1,152,2.16400069414714,2013,1
2,152,3.65294750277785,2013,1
3,152,3.44129312484293,2014,1
4,152,3.75162905659128,2014,1
5,152,2.72202491484466,2015,1
6,152,4.12265421625967,2015,1
7,152,1.82739113980199,2016,1
8,152,2.95112323202634,2016,1
9,152,2.29585966278204,2017,1
10,152,3.68075863801718,2017,1
1,153,3.13000676140214,2013,1
2,153,4.10970808177014,2013,1
3,153,5.05850086898135,2014,1
4,153,3.14065553172498,2014,1
5,153,2.46538334780162,2015,1
6,153,2.1764832734813,2015,1
7,153,2.73696601776936,2016,0
8,153,2.93039816363962,2016,1
9,153,4.99180191472057,2017,1
10,153,1.87089045726223,2017,1
1,154,1.90678256347512,2013,1
2,154,2.59203330968222,2013,1
3,154,3.58755946349831,2014,1
4,154,3.82111185973741,2014,1
5,154,2.09206530075815,2015,0
6,154,3.12703860634959,2015,1
7,154,2.95710702210242,2016,1
8,154,4.19520647042577,2016,1
9,154,4.08919223650205,2017,0
10,154,2.68771930556548,2017,0
1,155,3.04599376666192,2013,1
2,155,3.65272261340154,2013,0
3,155,1.34650736340303,2014,1
4,155,2.68972903451995,2014,0
5,155,3.57487288400248,2015,1
6,155,2.47676784561988,2015,1
7,155,2.94008179865181,2016,1
8,155,2.97899246456629,2016,1
9,155,2.27634678568369,2017,0
10,155,2.00552016382161,2017,1
1,156,2.80013276500187,2013,0
2,156,2.65297217719291,2013,0
3,156,3.83409506566145,2014,1
4,156,4.52988221249492,2014,1
5,156,2.98807762063335,2015,1
6,156,3.39867199249155,2015,0
7,156,2.92958468609427,2016,1
8,156,3.60135984388113,2016,1
9,156,3.2184954622788,2017,1
10,156,3.23659550186021,2017,0
1,157,4.112915127616,2013,1
2,157,2.01257885060455,2013,0
3,157,4.44786401312549,2014,1
4,157,3.34911241217983,2014,1
5,157,3.18082201071219,2015,1
6,157,2.43975814886942,2015,1
7,157,2.83612240841747,2016,1
8,157,3.37368480443044,2016,1
9,157,0.936285742601578,2017,1
10,157,2.39847805116191,2017,1
1,158,3.58599161230581,2013,1
2,158,2.70551821364822,2013,0
3,158,2.19947245451574,2014,1
4,158,2.36430546886501,2014,1
5,158,3.23574903241404,2015,0
6,158,1.36516761515249,2015,1
7,158,3.87122924058221,2016,1
8,158,0.831065325564052,2016,1
9,158,2.49666047768444,2017,0
10,158,2.21281752102651,2017,0
1,159,1.75139979045158,2013,1
2,159,1.92209265988705,2013,1
3,159,3.2500773536056,2014,1
4,159,2.88022596878412,2014,1
5,159,2.69914736754714,2015,1
6,159,0.679236224418144,2015,1
7,159,1.67567928850421,2016,1
8,159,2.8686928875373,2016,1
9,159,2.12196484698694,2017,1
10,159,2.20323106968899,2017,1
1,160,4.0495407129977,2013,1
2,160,3.17558834851734,2013,1
3,160,1.95615537836123,2014,1
4,160,2.53130398499779,2014,1
5,160,2.71509651844913,2015,1
6,160,2.3197048187649,2015,1
7,160,2.03594638950544,2016,1
8,160,2.94819591799961,2016,1
9,160,3.74119471951976,2017,1
10,160,3.2268520035673,2017,1
1,161,2.79985298728424,2013,1
2,161,3.38782024476882,2013,1
3,161,3.7939183670515,2014,1
4,161,2.85948604175164,2014,0
5,161,3.45580519894587,2015,1
6,161,1.85442709291404,2015,0
7,161,2.75034931183113,2016,1
8,161,2.57970172450596,2016,1
9,161,3.19566450356004,2017,1
10,161,3.35731951384298,2017,1
1,162,2.87638202100266,2013,1
2,162,2.2337857772102,2013,0
3,162,2.07028578321528,2014,0
4,162,3.27852061060208,2014,1
5,162,4.35683685227542,2015,1
6,162,2.21286440507031,2015,0
7,162,2.61520132770281,2016,1
8,162,3.33068056025194,2016,1
9,162,2.44537954993717,2017,1
10,162,3.12157231482045,2017,1
1,163,2.95240388302164,2013,0
2,163,2.22374840943332,2013,1
3,163,3.83144125113831,2014,0
4,163,3.84630783722297,2014,1
5,163,4.0241395066572,2015,1
6,163,4.26799658618238,2015,1
7,163,2.49363821207742,2016,1
8,163,2.53551810349169,2016,1
9,163,3.26121800049174,2017,1
10,163,3.63008097655162,2017,1
1,164,2.6603738437751,2013,1
2,164,2.57665519159952,2013,1
3,164,2.38172847244535,2014,1
4,164,4.48220189072674,2014,1
5,164,0.491833647958524,2015,1
6,164,2.83242196621612,2015,1
7,164,3.03821287705353,2016,1
8,164,1.94039039700643,2016,1
9,164,3.38542589482064,2017,1
10,164,1.03291231618989,2017,1
1,165,3.95496886111192,2013,0
2,165,1.3366394151294,2013,1
3,165,0.797265119902974,2014,1
4,165,2.23643617420797,2014,0
