id,Weight,Body_Length,Tail_Length,Sex,Year,Age,Xpos,Ypos,Mother,inbreeding,temperature,humidity,Birds_seen
CN06-157,40,121,55,Female,2008,A,205,55,CN06-150,0,19.8,22.6866854267457,2
CN06-157,43,119,64,Female,2008,A,205,55,CN06-150,0,11.5,69.3815952414856,5
CN06-157,44,119,57,Female,2008,A,215,35,CN06-150,0,15.7,80.3634950068138,1
CN06-157,45,121,61,Female,2008,A,195,65,CN06-150,0,8.5,57.8595448197735,1
CN06-157,40,120,57,Female,2007,A,185,55,CN06-150,0,12.4,94.0187430611041,5
CN06-157,39,119,59,Female,2007,A,205,65,CN06-150,0,15.6,27.9767244062996,3
CN06-157,32,109,53,Female,2006,J,205,65,CN06-150,0,17,31.8898482860611,3
CN06-157,35,109,53,Female,2006,J,195,65,CN06-150,0,15.7,19.0791211510008,3
CN06-157,30,109,53,Female,2006,J,205,55,CN06-150,0,15.3,45.0558708808081,2
CN06-157,28,109,47,Female,2006,J,205,45,CN06-150,0,12.1,41.4046941087903,1
CN06-157,41,110,61,Female,2007,A,205,55,CN06-150,0,14.5,52.5731310538886,7
CN06-159,42,120,62,Male,2008,A,65,45,CN06-150,0,16,76.5637695824888,1
CN06-159,31,109,53,Male,2006,J,195,55,CN06-150,0,7.6,44.5051401735483,7
CN06-159,45,121,61,Male,2008,A,85,45,CN06-150,0,12.2,69.2437063800289,1
CN06-159,46,121,64,Male,2008,A,155,25,CN06-150,0,10.2,82.5832895418656,3
CN06-159,51,120,59,Male,2008,A,150,100,CN06-150,0,7.5,88.2638508707316,3
CN06-159,49,119,56,Male,2008,A,115,5,CN06-150,0,17.7,98.8226566178026,3
CN06-159,37,119,57,Male,2007,A,75,75,CN06-150,0,17.5,79.5992226328233,4
CN06-159,38,113,60,Male,2007,A,95,65,CN06-150,0,11.9,80.5247318600869,4
CN06-159,33,109,53,Male,2006,J,205,55,CN06-150,0,10.3,78.7633922185758,5
CN06-159,29,109,57,Male,2006,J,195,65,CN06-150,0,17.3,21.2107867856098,6
CN06-159,41,118,62,Male,2007,A,85,45,CN06-150,0,13.2,60.9711151283247,4
CN06-160,27,109,45,Male,2006,J,225,75,CN06-038,0,10,45.8489138679176,4
CN06-160,29,109,53,Male,2006,J,225,85,CN06-038,0,11.2,29.5369794098743,2
CN06-160,29,109,53,Male,2006,J,215,85,CN06-038,0,4.6,25.5909430812106,5
CN06-160,30,109,53,Male,2006,J,235,65,CN06-038,0,11.6,44.2020552954613,2
CN06-161,21,109,42,Female,2006,J,275,55,CN06-148,0,22,6.28116332152948,6
CN06-162,28,109,48,Male,2006,J,265,35,CN06-148,0,11.7,76.2476356698118,4
CN06-162,32,109,53,Male,2006,J,255,25,CN06-148,0,9.6,45.8881054878194,1
CN06-164,30,109,53,Female,2006,J,335,165,CN06-104,0,16.4,17.3212823086622,3
CN06-164,27,109,53,Female,2006,J,325,155,CN06-104,0,14.5,13.0118706462662,2
CN06-164,44,111,60,Female,2007,A,285,125,CN06-104,0,14.7,55.3229042987311,3
CN06-164,42,114,61,Female,2007,A,305,145,CN06-104,0,10.7,31.0282575588823,3
CN06-164,19,109,39.5,Female,2006,J,335,155,CN06-104,0,11.7,13.5300576616195,3
CN06-165,18,109,42,Male,2006,J,385,155,CN06-071,0,15,41.0892465394667,1
CN06-165,20,109,53,Male,2006,J,385,155,CN06-071,0,8.7,2.15060746219447,3
CN06-165,31,109,53,Male,2006,J,395,165,CN06-071,0,15.7,59.1573326485358,4
CN06-165,29,109,53,Male,2006,J,395,175,CN06-071,0,14.9,64.9178814502944,4
CN06-166,27,109,53,Female,2006,J,435,145,CN06-076,0,9.2,29.8713207821545,4
CN06-166,23,109,53,Female,2006,J,445,165,CN06-076,0,14.1,23.7479013888107,4
CN06-166,19,109,40,Female,2006,J,435,155,CN06-076,0,9.6,2.46035514976325,3
CN06-167,28,109,54,Female,2006,J,425,185,CN06-071,0,13.3,49.2130884828752,4
CN06-167,31,109,53,Female,2006,J,395,175,CN06-071,0,13.9,27.2423073417505,3
CN06-167,30,109,53,Female,2006,J,425,185,CN06-071,0,10.5,65.3211635083424,5
CN06-168,19,109,37,Female,2006,J,425,175,CN06-077,0,8.8,6.09498691033352,3
CN06-168,22,109,53,Female,2006,J,425,185,CN06-077,0,10.4,7.91653699263423,3
CN06-169,22,109,41.5,Male,2006,J,395,185,CN06-071,0,11.3,7.18762560507284,2
CN06-169,27,109,53,Male,2006,J,385,165,CN06-071,0,12,61.5469508108049,1
CN06-169,41,115,60,Male,2007,A,435,145,CN06-071,0,10.8,61.9507251980953,2
CN06-169,45,116,61,Male,2007,A,435,135,CN06-071,0,10.2,94.5395505613474,2
CN06-169,42,118,65,Male,2007,A,425,105,CN06-071,0,16,37.7760240441984,2
CN06-170,29,109,48.5,Female,2006,J,375,195,CN06-077,0,8.1,33.623388027679,6
CN06-170,33,109,53,Female,2006,J,385,175,CN06-077,0,16.4,86.8381544624496,0
CN06-170,30,109,53,Female,2006,J,375,185,CN06-077,0,15.4,37.6349657505773,3
CN06-170,33,109,53,Female,2006,J,385,175,CN06-077,0,10.4,49.9538183009698,5
CN06-171,20,109,41,Female,2006,J,315,185,CN06-104,0,17.5,8.45088243784783,2
CN06-171,27,109,53,Female,2006,J,315,185,CN06-104,0,12.4,72.0377004351587,1
CN06-172,24,109,53,Male,2006,J,325,155,CN06-050,0,12,14.0275480300464,4
CN06-172,29,109,53,Male,2006,J,105,105,CN06-050,0,11.4,23.5326335757636,3
CN06-173,22,109,37,Female,2006,J,325,165,CN06-104,0,13.5,17.6980543286349,2
CN06-173,31,109,53,Female,2006,J,325,185,CN06-104,0,10.7,12.9264840086827,6
CN06-174,22,109,39,Male,2006,J,425,155,CN06-076,0,5.2,28.8553094111329,1
CN06-174,24,109,53,Male,2006,J,435,135,CN06-076,0,8.9,71.8373337256277,7
CN06-175,40,109,53,Female,2006,J,435,95,CN06-094,0,13.6,65.2303419895837,2
CN06-175,38,109,53,Female,2006,J,415,85,CN06-094,0,19.2,67.1070801691149,4
CN06-175,38,109,53,Female,2006,J,425,85,CN06-094,0,15.9,54.9249036935238,4
CN06-175,35,109,51,Female,2006,J,435,145,CN06-094,0,16.7,70.4421556552262,5
CN06-176,30,109,50,Male,2006,J,425,195,CN06-077,0,14.9,18.4538373347107,5
CN06-177,17,109,41,Male,2006,J,345,105,CN06-108,0,16.4,5.26459011017562,7
CN06-177,18,109,53,Male,2006,J,345,125,CN06-108,0,18.8,14.0687290177253,2
CN06-178,26,109,53,Female,2006,J,385,95,CN06-051,0,6.5,47.6761351294455,5
CN06-178,30,109,53,Female,2006,J,365,105,CN06-051,0,12.8,15.7672401645729,4
CN06-178,26,109,45,Female,2006,J,385,105,CN06-051,0,9.1,21.2842987257053,3
CN06-178,31,109,53,Female,2006,J,385,105,CN06-051,0,6.1,22.944998347307,3
CN06-179,30,109,53,Male,2006,J,395,85,CN06-051,0,14.4,23.8071582448371,1
CN06-179,48,124,63,Male,2007,A,205,115,CN06-051,0,7.7,86.4710221436715,3
CN06-179,52,121,66,Male,2007,A,175,55,CN06-051,0,25.5,68.098308545022,5
CN06-179,49,124,67,Male,2007,A,225,55,CN06-051,0,13.2,59.0842506022577,2
CN06-179,52,123,63,Male,2007,A,185,125,CN06-051,0,15.9,79.3481197870621,4
CN06-179,54,121,66,Male,2007,A,165,85,CN06-051,0,16,70.2282349276833,3
CN06-179,49,124,66,Male,2007,A,165,75,CN06-051,0,9.1,90.617820882804,4
CN06-179,46,121,69,Male,2007,A,205,65,CN06-051,0,12.8,63.795895951068,2
CN06-179,47,123,62,Male,2007,A,205,125,CN06-051,0,8.7,88.2333232791708,1
CN06-179,46,122,63,Male,2007,A,205,85,CN06-051,0,14.6,83.372858373859,3
CN06-179,26,109,53,Male,2006,J,395,105,CN06-051,0,16.2,27.5016229117094,3
CN06-179,24,109,49,Male,2006,J,395,105,CN06-051,0,12.5,2.53009605089636,3
CN06-179,52,126,66,Male,2007,A,205,85,CN06-051,0,3.3,93.8049851871615,1
CN06-179,48,114,68,Male,2007,A,185,75,CN06-051,0,16.5,76.9442656365492,2
CN06-180,36,116,54,Female,2007,A,415,95,CN06-094,0,10.7,29.7251200851854,1
CN06-180,39,115,54,Female,2007,A,415,85,CN06-094,0,19.1,85.7589418217242,5
CN06-180,26,109,53,Female,2006,J,405,85,CN06-094,0,14.3,71.9719850240455,1
CN06-180,24,109,48,Female,2006,J,415,105,CN06-094,0,11,12.454213451117,3
CN06-180,39,113,54,Female,2007,A,405,95,CN06-094,0,9.7,86.3366737756823,3
CN06-181,25,109,46,Male,2006,J,445,75,CN06-083,0,13.8,4.29902690389991,6
CN06-182,36,113,56,Female,2007,A,425,155,CN06-081,0,8.2,43.764564737161,0
CN06-182,34,108,49,Female,2007,A,445,125,CN06-081,0,15.5,82.1607160938456,5
CN06-182,30,111,56,Female,2007,A,435,135,CN06-081,0,15.2,24.2265009440578,1
CN06-182,35,111,57,Female,2007,A,435,145,CN06-081,0,13.8,88.8326862685692,3
CN06-182,34,109,61,Female,2007,A,425,155,CN06-081,0,17.1,70.2161344419564,5
CN06-182,30,115,51,Female,2007,A,435,155,CN06-081,0,9.1,83.7947167379515,6
CN06-182,25,109,51,Female,2006,J,435,115,CN06-081,0,9.1,16.5670282478897,2
CN06-182,34,111,57,Female,2007,A,445,135,CN06-081,0,9.7,89.4992892382499,4
CN06-183,29,109,53,Female,2006,J,435,155,CN06-081,0,20.7,12.6389837801299,5
CN06-183,26,109,49,Female,2006,J,445,135,CN06-081,0,15.8,21.5427751610631,4
CN06-184,38,115,62,Female,2007,A,405,185,CN06-050,0,16.9,12.1600908678684,7
CN06-184,29,109,53,Female,2006,J,385,125,CN06-050,0,12.5,54.9495980950916,4
CN06-184,28,109,53,Female,2006,J,395,145,CN06-050,0,7.4,56.7172386281485,3
CN06-184,28,109,54,Female,2006,J,405,125,CN06-050,0,15.8,20.8851125140442,5
CN06-184,27,109,53,Female,2006,J,405,125,CN06-050,0,12.2,30.9607016289232,1
CN06-185,38,109,51.5,Female,2006,A,405,115,0,0,14.1,25.3466283128187,3
CN06-185,38,109,53,Female,2006,A,415,105,0,0,16.9,59.4878751917666,1
CN06-186,26,109,49,Female,2006,J,415,115,CN06-094,0,15.8,16.2973216770061,3
CN06-186,25,109,53,Female,2006,J,415,115,CN06-094,0,4.7,12.6343696921223,3
CN06-187,22,109,42,Female,2006,J,395,125,CN06-051,0,4.4,20.0511237211464,3
CN06-187,41,116,53,Female,2007,A,345,105,CN06-051,0,19.8,63.6462325161898,6
CN06-187,37,114,54,Female,2007,A,375,85,CN06-051,0,8.5,64.8991458256084,2
CN06-187,35,116,53,Female,2007,A,385,105,CN06-051,0,9,78.4572084344442,2
CN06-187,34,119,53,Female,2007,A,375,85,CN06-051,0,8.5,66.5679504363346,1
CN06-187,37,120,57,Female,2008,A,375,85,CN06-051,0,10.6,52.2951820389221,3
CN06-187,45,116,56,Female,2008,A,385,115,CN06-051,0,10.4,77.5916970673498,5
CN06-188,44,116,59,Female,2007,A,375,135,CN06-185,0,10.3,81.5440988892898,3
CN06-188,41,112,61,Female,2007,A,395,125,CN06-185,0,9.1,49.2448238667161,6
CN06-188,43,114,57,Female,2007,A,375,105,CN06-185,0,18.8,88.9475954443408,1
CN06-188,30,109,53,Female,2006,J,395,115,CN06-185,0,16.8,34.3279384916204,3
CN06-188,27,109,49,Female,2006,J,385,115,CN06-185,0,15.6,31.5602966978968,2
CN06-189,26,109,50,Male,2006,J,455,85,CN06-084,0,10.7,17.677021589313,3
CN06-190,28,109,50,Female,2006,J,435,95,CN06-081,0,11.1,53.8332022767579,4
CN06-191,17,109,33,Male,2006,J,445,125,CN06-081,0,12.9,8.77661505249753,2
CN06-192,24,109,44,Female,2006,J,395,125,CN06-185,0,11,43.7764666179857,1
CN06-194,37,109,53,Male,2006,A,95,85,CN06-007,0,8.9,79.7957978014587,3
CN06-194,30,109,53,Male,2006,A,75,105,CN06-007,0,13.8,37.5119853471902,2
CN06-195,22,109,43,Male,2006,J,85,95,CN06-126,0,15.9,6.67495225746273,2
CN06-195,23,109,53,Male,2006,J,75,125,CN06-126,0,13,6.30269481142747,4
CN06-196,31,109,53,Male,2006,J,95,65,CN06-012,0,23,20.3755469891792,1
CN06-196,25,109,53,Male,2006,J,75,115,CN06-012,0,12.3,45.6854160020921,4
CN06-196,25,109,40,Male,2006,J,75,125,CN06-012,0,7.3,63.4525581788375,1
CN06-197,21,109,40.5,Female,2006,J,35,135,CN06-024,0,9.8,37.6005744337517,1
CN06-198,42,121,56,Female,2007,A,55,145,CN06-011,0,17,35.9732766877188,5
CN06-198,27,109,45,Female,2006,J,55,115,CN06-011,0,18.4,64.2609796328283,4
CN06-198,40,111,51,Female,2007,A,45,105,CN06-011,0,11.4,74.2302125665979,1
CN06-198,37,115,53,Female,2007,A,45,125,CN06-011,0,6.9,77.2941193541391,1
CN06-198,42,117,54,Female,2007,A,65,115,CN06-011,0,18.6,70.6310043498946,4
CN06-198,39,114,57,Female,2007,A,45,125,CN06-011,0,13.2,65.4889871923605,2
CN06-200,27,109,53,Female,2006,J,155,65,CN06-088,0,12.8,19.8878851980212,1
CN06-200,25,109,47,Female,2006,J,145,85,CN06-088,0,8.9,62.5809878598525,2
CN06-200,33,111,56,Female,2007,A,145,65,CN06-088,0,12.9,52.6396238817244,2
CN06-200,25,109,53,Female,2006,J,135,65,CN06-088,0,14.8,13.2061968806235,3
CN06-201,44,115,56,Male,2007,A,75,75,CN06-088,0,17.5,96.0913135520582,2
CN06-201,44,119,57,Male,2007,A,75,85,CN06-088,0,13.9,17.7735629990412,2
CN06-201,38,108,63,Male,2007,A,75,75,CN06-088,0,14.2,70.0967660388114,4
CN06-201,40,117,58,Male,2007,A,105,85,CN06-088,0,18.3,70.5242228943832,3
CN06-201,46,110,55,Male,2007,A,75,85,CN06-088,0,10.3,39.9333887859626,3
CN06-201,40,117,57,Male,2007,A,95,75,CN06-088,0,10.2,86.7753879874833,4
CN06-201,28,109,53,Male,2006,J,135,65,CN06-088,0,10.9,22.1044537455353,3
CN06-201,23,109,45,Male,2006,J,135,95,CN06-088,0,13.5,10.6846105296121,2
CN06-201,26,109,44,Male,2006,J,145,75,CN06-088,0,13.8,19.3180414936221,4
CN06-203,29,109,51.5,Male,2006,J,175,55,CN06-150,0,13.5,26.7391896508143,4
CN06-203,28,109,53,Male,2006,J,165,55,CN06-150,0,19.1,20.226779758247,1
CN06-205,43,109,55,Female,2006,A,45,55,0,0,13,59.3923847000664,5
CN06-205,42,109,53,Female,2006,A,45,55,0,0,14.8,41.4045392810139,4
CN06-206,29,109,51,Male,2006,J,35,55,CN06-014,0,14.3,51.9626411249691,4
CN06-206,31,109,53,Male,2006,J,25,75,CN06-014,0,12.9,35.1724949735088,5
CN06-207,30,109,52,Male,2006,J,195,75,CN06-150,0,15.7,48.7490840419331,3
CN06-208,23,109,47,Male,2006,J,325,105,CN06-108,0,13,22.7867679352139,0
CN06-208,26,109,53,Male,2006,J,335,105,CN06-108,0,20,68.7863457076835,2
CN06-208,23,109,47,Male,2006,J,365,155,CN06-108,0,10.3,58.9915872430362,3
CN06-208,25,109,53,Male,2006,J,365,155,CN06-108,0,15.4,32.0053580440577,1
CN06-208,27,109,43,Male,2006,J,345,125,CN06-108,0,17.2,16.0815726328146,4
CN06-208,26,109,53,Male,2006,J,345,125,CN06-108,0,10.6,64.0705259809983,2
CN06-209,25,109,50,Male,2006,J,285,75,CN06-034,0,10.9,11.4034968078735,6
CN06-210,24,109,46,Male,2006,J,235,15,CN06-044,0,15.8,10.9470119513444,4
CN06-211,26,109,49,Male,2006,J,405,145,CN06-050,0,12.6,43.0810219886827,5
CN06-213,18,109,38.5,Male,2006,J,345,165,CN06-108,0,9.9,7.81361115658273,3
CN06-213,17,109,38.5,Male,2006,J,345,135,CN06-108,0,18.2,41.5998041658075,2
CN06-213,15,109,39.5,Male,2006,J,335,145,CN06-108,0,7.6,30.6996965475923,6
CN06-214,41,112,58,Female,2007,A,295,85,CN06-053,0,11.6,63.2991488456547,1
CN06-214,28,109,49,Female,2006,J,305,145,CN06-053,0,14,28.5027108995422,4
CN06-214,28,109,53,Female,2006,J,315,135,CN06-053,0,4.7,13.1479267280178,2
CN06-214,32,105,61,Female,2007,A,275,75,CN06-053,0,15.9,58.9915279508824,4
CN06-214,34,112,57,Female,2007,A,275,115,CN06-053,0,15.6,59.4205804409348,2
CN06-214,37,110,58,Female,2007,A,305,115,CN06-053,0,15,50.5684762903159,4
CN06-215,46,122,57,Male,2007,A,445,115,CN06-050,0,9.7,44.7442175006525,5
CN06-215,43,122,55,Male,2007,A,405,85,CN06-050,0,17.5,79.3841302956852,2
CN06-215,43,120,58,Male,2007,A,425,105,CN06-050,0,15.3,80.4163727068128,0
CN06-215,52,124,57,Male,2007,A,445,115,CN06-050,0,15.4,43.510098326103,3
CN06-215,24,109,44,Male,2006,J,405,145,CN06-050,0,12.3,24.0571061311533,4
CN06-215,48,121,58,Male,2007,A,445,75,CN06-050,0,19.9,87.8117288529537,7
CN06-222,40,114,56,Female,2007,A,435,105,CN06-084,0,16.7,72.5091460698949,4
CN06-222,29,109,49,Female,2006,J,435,85,CN06-084,0,14.9,44.6822159184192,2
CN06-222,36,110,57,Female,2007,A,455,95,CN06-084,0,12.6,41.1556864037307,2
CN06-222,33,114,58,Female,2007,A,435,105,CN06-084,0,11.2,29.6230900541958,3
CN06-222,38,113,62,Female,2007,A,445,95,CN06-084,0,12,45.1278186165345,1
CN07-001,48,121,55,Male,2007,A,285,35,0,0,9,65.0743957618875,5
CN07-001,44,126,56,Male,2007,A,295,45,0,0,14,69.6516008339393,3
CN07-001,39,113,59,Male,2007,A,275,45,0,0,14.7,60.4639202175499,2
CN07-001,41,114,58,Male,2007,A,295,45,0,0,21.1,64.9473892201252,2
CN07-001,42,120,56,Male,2007,A,265,45,0,0,10,75.9484728350079,4
CN07-001,48,110,53,Male,2007,A,265,25,0,0,12.8,89.0063653282135,3
CN07-001,42,114,55,Male,2007,A,295,45,0,0,9.2,91.7840587082527,3
CN07-002,40,113,58,Male,2007,A,325,165,CN06-F5,0,10.1,28.4647724854288,1
CN07-002,43,118,56,Male,2007,A,285,65,CN06-F5,0,9.9,65.9390040882459,4
CN07-002,39,118,56,Male,2007,A,305,155,CN06-F5,0,11.8,45.0992609925215,8
CN07-002,44,116,57,Male,2007,A,265,25,CN06-F5,0,21.7,75.7382498814097,5
CN07-002,46,117,54,Male,2007,A,315,125,CN06-F5,0,17.1,46.8099258364457,4
CN07-002,44,113,58,Male,2007,A,275,45,CN06-F5,0,16.2,79.1115146324967,1
CN07-002,49,120,55,Male,2007,A,285,85,CN06-F5,0,9.8,62.6958919543849,3
CN07-004,47,112,60,Female,2008,A,75,85,CN06-205,0,20.5,87.3631260341375,2
CN07-004,44,116,55,Female,2008,A,75,85,CN06-205,0,21,64.8124685277851,4
CN07-004,43,117,61,Female,2008,A,85,45,CN06-205,0,13.8,34.3339143188366,4
CN07-004,39,112,50,Female,2008,A,75,95,CN06-205,0,14,35.4548582479504,1
CN07-004,42,116,58,Female,2008,A,55,65,CN06-205,0,16.5,58.8769372409962,2
CN07-004,39,114,59,Female,2008,A,65,85,CN06-205,0,9.6,52.4365926408591,5
CN07-004,34,111,54,Female,2007,A,65,45,CN06-205,0,16.3,83.8679799477552,4
CN07-004,44,114,59,Female,2008,A,65,45,CN06-205,0,15,56.0478496884809,6
CN07-004,41,118,57,Female,2008,A,75,55,CN06-205,0,14.7,27.4320854890682,5
CN07-004,41,120,58,Female,2008,A,75,95,CN06-205,0,15.6,21.4117100979417,0
CN07-004,36,121,55,Female,2008,A,85,55,CN06-205,0,16.1,26.3853916583573,3
CN07-004,38,111,54,Female,2007,A,75,55,CN06-205,0,14.4,77.1374718919015,2
CN07-004,43,117,54,Female,2007,A,95,55,CN06-205,0,9.5,55.5574190692062,2
CN07-004,40,113,60,Female,2007,A,65,65,CN06-205,0,9.5,48.237666152477,4
CN07-004,35,116,53,Female,2007,A,75,55,CN06-205,0,9.5,56.6560887039338,3
CN07-004,44,109,53,Female,2008,A,75,65,CN06-205,0,11.9,88.2046327369115,4
CN07-005,34,112,57,Male,2007,A,35,45,CN06-205,0,13.8,26.2067033098785,6
CN07-006,44,123,50,Male,2008,A,75,75,0,0,10.9,60.9726177873592,3
CN07-006,44,120,50,Male,2008,A,45,125,0,0,16.4,85.6004882812012,2
CN07-006,43,123,54,Male,2008,A,35,105,0,0,12.3,86.8592104965974,5
CN07-006,43,118,58,Male,2007,A,45,125,0,0,5.6,84.0676541978961,0
CN07-006,42,123,48,Male,2008,A,55,65,0,0,20.6,68.2075099953194,3
CN07-006,42,123,57,Male,2007,A,45,105,0,0,18.4,80.8116779377206,3
CN07-007,33,114,53,Female,2007,A,125,85,CN06-021,0,20.3,35.0060693949785,3
CN07-007,34,116,56,Female,2007,A,125,115,CN06-021,0,16.9,29.4353447635333,4
CN07-007,34,108,56,Female,2007,A,125,125,CN06-021,0,5.9,58.5064055953219,3
CN07-007,46,112,60,Female,2007,A,125,115,CN06-021,0,12.8,85.8271941978087,3
CN07-007,39,116,50,Female,2007,A,145,115,CN06-021,0,15.2,25.2356951585662,1
CN07-008,16,89,46,Male,2007,J,185,115,CN06-025,0,14.7,4.52065182251643,4
CN07-008,23,94,47,Male,2007,J,185,125,CN06-025,0,15.9,25.0147707847235,3
CN07-009,17,89,46,Male,2007,J,195,95,CN07-110,0,15.2,1.78652883954999,3
CN07-009,21,97,53,Male,2007,J,195,115,CN07-110,0,5.6,47.7483507661489,1
CN07-010,34,104,62,Female,2007,J,25,75,CN06-025,0,12.8,27.2816759539605,6
CN07-010,28,105,62,Female,2007,J,25,105,CN06-025,0,11.7,9.18204410647639,2
CN07-010,16,88,48,Female,2007,J,195,85,CN06-025,0,13.4,9.46891320305181,5
CN07-012,49,128,58,Male,2007,A,395,145,0,0,7.1,87.8727282690509,1
CN07-012,54,123,61,Male,2007,A,345,135,0,0,12.2,91.4171337490277,4
CN07-012,50,126,56,Male,2007,A,355,135,0,0,15.5,78.2586357684252,2
CN07-012,51,123,53,Male,2007,A,345,135,0,0,10.5,78.1295693818642,3
CN07-012,43,116,61,Male,2007,A,425,185,0,0,14.6,13.8722246138686,4
CN07-013,49,120,61,Male,2007,A,295,75,0,0,16.8,86.207176044303,3
CN07-013,48,123,65,Male,2007,A,275,55,0,0,9.2,88.2671789477337,2
CN07-013,51,123,58,Male,2007,A,285,115,0,0,17.7,41.5059000790261,2
CN07-013,53,118,63,Male,2007,A,305,155,0,0,12.9,87.1493881394961,3
CN07-014,42,112,61,Male,2007,A,335,145,0,0,19.8,89.7495596860955,2
CN07-014,45,118,62,Male,2007,A,295,135,0,0,21.8,77.276733756167,2
CN07-014,46,117,63,Male,2007,A,315,145,0,0,17.7,70.0750238107466,8
CN07-015,25,92,45,Male,2007,J,275,135,CN06-164,0,13.7,24.64842858883,3
CN07-015,19,91,39,Male,2007,J,285,95,CN06-164,0,14.5,78.8885125178048,0
CN07-016,32,110,54,Male,2007,J,265,85,CN06-214,0,8.5,86.8484847188085,1
CN07-016,33,115,56,Male,2007,J,255,125,CN06-214,0,17.9,12.6861100963947,3
CN07-016,35,116,52,Male,2007,J,265,115,CN06-214,0,20.1,38.0877410190545,6
CN07-016,36,110,56,Male,2007,J,265,95,CN06-214,0,12.1,46.6493414623955,3
CN07-016,31,98,59,Male,2007,J,265,75,CN06-214,0,13.6,22.4525436324999,2
CN07-016,21,92,40,Male,2007,J,275,95,CN06-214,0,11.1,3.31397878927364,6
CN07-016,34,114,55,Male,2007,J,285,85,CN06-214,0,9.5,39.2494249935514,3
CN07-017,17,90,37,Male,2007,J,265,85,CN06-214,0,18.1,9.56548918998181,3
CN07-018,41,114,57,Male,2007,A,325,115,CN06-052,0,7.4,28.3783437892799,1
CN07-018,42,114,55,Male,2007,A,315,105,CN06-052,0,17.5,64.0007582947071,3
CN07-018,40,117,58,Male,2007,A,315,105,CN06-052,0,7.8,54.8815598004097,2
CN07-019,16,75,34,Female,2007,J,425,125,CN06-175,0,12.1,9.11041048749932,3
CN07-020,17,85,36,Male,2007,J,415,125,CN06-175,0,11.3,6.65466579412158,1
CN07-021,43,109,57,Female,2007,A,445,95,CN06-084,0,10.4,74.3940129961278,5
CN07-022,34,114,56,Female,2007,A,385,85,CN06-056,0,14,80.2091543149591,2
CN07-022,35,116,57,Female,2007,A,385,85,CN06-056,0,12,39.5392857710743,2
CN07-022,39,112,58,Female,2007,A,375,85,CN06-056,0,16.8,69.0682056047218,1
CN07-022,32,114,56,Female,2007,A,395,85,CN06-056,0,16.5,70.7482354506823,2
CN07-023,43,112,55,Male,2007,A,315,65,CN06-094,0,19.9,89.0893028854321,3
CN07-023,38,112,54,Male,2007,A,275,45,CN06-094,0,17.7,60.1158555325485,3
CN07-023,45,115,57,Male,2007,A,355,85,CN06-094,0,12,64.1604728087648,1
CN07-024,38,112,60,Female,2007,A,165,45,CN06-040,0,20.7,72.6688671912453,5
CN07-024,38,115,63,Female,2007,A,155,35,CN06-040,0,6.7,78.0603406714832,4
CN07-024,38,118,62,Female,2007,A,155,35,CN06-040,0,16.5,57.5566965515425,1
CN07-025,32,102,59,Female,2007,A,65,45,CN06-F5,0,11.7,37.913710965065,4
CN07-025,36,106,54,Female,2007,A,65,45,CN06-F5,0,7.2,17.5364286144417,0
CN07-026,38,118,62,Female,2008,A,205,85,CN06-119,0,17,63.6094176175395,2
CN07-026,41,117,63,Female,2008,A,185,75,CN06-119,0,15.3,83.4577241254819,1
CN07-026,50,114,64,Female,2008,A,195,85,CN06-119,0,13.1,71.6930721945845,7
CN07-026,38,117,60,Female,2008,A,205,85,CN06-119,0,13.4,66.7254382245908,1
CN07-026,37,115,60,Female,2007,J,225,105,CN06-119,0,11.7,74.6147699136922,5
CN07-026,35,109,56,Female,2007,J,215,115,CN06-119,0,11.8,53.9611008238809,2
CN07-026,23,98,44,Female,2007,J,205,105,CN06-119,0,12.2,13.2231245318675,1
CN07-026,30,100,54,Female,2007,J,215,115,CN06-119,0,8.7,28.4954320930281,2
CN07-027,17,94,44,Female,2007,J,165,85,CN07-F1,0,13.8,31.7957417029257,4
CN07-028,21,96,48,Female,2007,J,125,85,CN06-119,0,11.1,13.0914381277803,2
CN07-029,40,110,58,Female,2007,J,25,135,0,0,15.8,81.8915312152512,1
CN07-029,21,97,46,Female,2007,J,35,145,0,0,10,8.47921583953713,1
CN07-029,29,105,53,Female,2007,J,35,145,0,0,9.5,26.1479069754779,0
CN07-030,27,102,48,Male,2007,J,325,115,CN06-171,0,16.8,8.66261896831592,2
CN07-031,37,109,52,Female,2007,A,445,135,CN06-081,0,3.7,52.354917282052,2
CN07-031,40,110,54,Female,2007,A,435,155,CN06-081,0,12,52.1872450307899,6
CN07-031,34,110,54,Female,2007,A,445,135,CN06-081,0,15.9,24.9573188060962,3
CN07-032,13,75,31,Female,2007,J,455,115,CN07-F3,0,8.3,8.78093593243449,5
CN07-033,44,120,61,Male,2007,A,445,85,0,0,13.1,34.1779087209424,3
CN07-033,53,116,62,Male,2007,A,455,85,0,0,14.9,81.7089305594308,1
CN07-033,48,113,58,Male,2007,A,435,145,0,0,6.6,90.7378341147424,2
CN07-035,33,110,55,Female,2007,J,325,75,CN06-192,0,7.5,69.4203106858286,1
CN07-035,31,108,56,Female,2007,J,315,65,CN06-192,0,4.6,12.7740958247573,5
CN07-035,23,91,43,Female,2007,J,325,105,CN06-192,0,13.4,5.28462409386862,5
CN07-035,27,94,49,Female,2007,J,305,85,CN06-192,0,11.3,8.12490656364425,2
CN07-036,36,118,57,Female,2008,A,355,135,CN06-110,0,16.2,48.8756417421675,7
